3.019318 3.015475 3.003959 2.984800 2.958051 2.923786 2.882097 2.833100 2.776929 2.713738 2.643699 2.567006 2.483868 2.394513 2.299185 2.198147 2.091675 1.980061 1.863611 1.742644 1.617492 1.488497 1.356014 1.220405 1.082041 0.941304 0.798578 0.654253 0.508727 0.362397 0.215666 0.068934 -0.077396 -0.222922 -0.367247 -0.509973 -0.650710 -0.789074 -0.924682 -1.057166 -1.186161 -1.311313 -1.432280 -1.548730 -1.660344 -1.766816 -1.867854 -1.963181 -2.052536 -2.135675 -2.212368 -2.282407 -2.345598 -2.401769 -2.450766 -2.492454 -2.526720 -2.553469 -2.572628 -2.584144 -2.587987 -2.584144 -2.572628 -2.553469 -2.526720 -2.492454 -2.450766 -2.401769 -2.345598 -2.282407 -2.212368 -2.135675 -2.052536 -1.963181 -1.867854 -1.766816 -1.660344 -1.548730 -1.432280 -1.311313 -1.186161 -1.057166 -0.924682 -0.789074 -0.650710 -0.509973 -0.367247 -0.222922 -0.077396 0.068934 0.215666 0.362397 0.508727 0.654253 0.798578 0.941304 1.082041 1.220405 1.356014 1.488497 1.617492 1.742644 1.863611 1.980061 2.091675 2.198147 2.299185 2.394513 2.483868 2.567006 2.643699 2.713738 2.776929 2.833100 2.882097 2.923786 2.958051 2.984800 3.003959 3.015475 3.019318 
2.806285 2.802737 2.792100 2.774405 2.749699 2.718051 2.679546 2.634290 2.582407 2.524039 2.459345 2.388502 2.311704 2.229161 2.141099 2.047759 1.949395 1.846279 1.738690 1.626924 1.511288 1.392096 1.269676 1.144363 1.016501 0.886438 0.754532 0.621143 0.486638 0.351385 0.215754 0.080117 -0.055154 -0.189688 -0.323117 -0.455073 -0.585197 -0.713130 -0.838522 -0.961029 -1.080314 -1.196050 -1.307921 -1.415617 -1.518845 -1.617321 -1.710773 -1.798946 -1.881598 -1.958501 -2.029444 -2.094233 -2.152689 -2.204651 -2.249978 -2.288544 -2.320244 -2.344990 -2.362715 -2.373369 -2.376924 -2.373369 -2.362715 -2.344990 -2.320244 -2.288544 -2.249978 -2.204651 -2.152689 -2.094233 -2.029444 -1.958501 -1.881598 -1.798946 -1.710773 -1.617321 -1.518845 -1.415617 -1.307921 -1.196050 -1.080314 -0.961029 -0.838522 -0.713130 -0.585197 -0.455073 -0.323117 -0.189688 -0.055154 0.080117 0.215754 0.351385 0.486638 0.621143 0.754532 0.886438 1.016501 1.144363 1.269676 1.392096 1.511288 1.626924 1.738690 1.846279 1.949395 2.047759 2.141099 2.229161 2.311704 2.388502 2.459345 2.524039 2.582407 2.634290 2.679546 2.718051 2.749699 2.774405 2.792100 2.802737 2.806285 
2.609492 2.606215 2.596391 2.580047 2.557228 2.527996 2.492431 2.450630 2.402707 2.348793 2.289034 2.223594 2.152652 2.076400 1.995048 1.908817 1.817943 1.722675 1.623271 1.520005 1.413158 1.303022 1.189899 1.074098 0.955936 0.835735 0.713827 0.590542 0.466221 0.341202 0.215829 0.090445 -0.034606 -0.158981 -0.282339 -0.404342 -0.524655 -0.642948 -0.758896 -0.872180 -0.982490 -1.089522 -1.192982 -1.292587 -1.388061 -1.479143 -1.565581 -1.647139 -1.723592 -1.794729 -1.860355 -1.920289 -1.974366 -2.022437 -2.064369 -2.100048 -2.129375 -2.152269 -2.168667 -2.178524 -2.181812 -2.178524 -2.168667 -2.152269 -2.129375 -2.100048 -2.064369 -2.022437 -1.974366 -1.920289 -1.860355 -1.794729 -1.723592 -1.647139 -1.565581 -1.479143 -1.388061 -1.292587 -1.192982 -1.089522 -0.982490 -0.872180 -0.758896 -0.642948 -0.524655 -0.404342 -0.282339 -0.158981 -0.034606 0.090445 0.215829 0.341202 0.466221 0.590542 0.713827 0.835735 0.955936 1.074098 1.189899 1.303022 1.413158 1.520005 1.623271 1.722675 1.817943 1.908817 1.995048 2.076400 2.152652 2.223594 2.289034 2.348793 2.402707 2.450630 2.492431 2.527996 2.557228 2.580047 2.596391 2.606215 2.609492 
2.427719 2.424692 2.415618 2.400521 2.379445 2.352444 2.319594 2.280983 2.236716 2.186915 2.131713 2.071263 2.005727 1.935286 1.860130 1.780465 1.696508 1.608488 1.516644 1.421228 1.322499 1.220728 1.116193 1.009178 0.899976 0.788887 0.676214 0.562264 0.447351 0.331789 0.215894 0.099983 -0.015624 -0.130612 -0.244664 -0.357469 -0.468715 -0.578099 -0.685318 -0.790078 -0.892092 -0.991079 -1.086765 -1.178889 -1.267196 -1.351442 -1.431397 -1.506839 -1.577561 -1.643368 -1.704077 -1.759523 -1.809551 -1.854023 -1.892818 -1.925826 -1.952959 -1.974140 -1.989312 -1.998432 -2.001474 -1.998432 -1.989312 -1.974140 -1.952959 -1.925826 -1.892818 -1.854023 -1.809551 -1.759523 -1.704077 -1.643368 -1.577561 -1.506839 -1.431397 -1.351442 -1.267196 -1.178889 -1.086765 -0.991079 -0.892092 -0.790078 -0.685318 -0.578099 -0.468715 -0.357469 -0.244664 -0.130612 -0.015624 0.099983 0.215894 0.331789 0.447351 0.562264 0.676214 0.788887 0.899976 1.009178 1.116193 1.220728 1.322499 1.421228 1.516644 1.608488 1.696508 1.780465 1.860130 1.935286 2.005727 2.071263 2.131713 2.186915 2.236716 2.280983 2.319594 2.352444 2.379445 2.400521 2.415618 2.424692 2.427719 
2.259832 2.257036 2.248655 2.234711 2.215243 2.190303 2.159959 2.124293 2.083403 2.037398 1.986405 1.930561 1.870019 1.804942 1.735509 1.661907 1.584337 1.503010 1.418148 1.329981 1.238751 1.144705 1.048101 0.949202 0.848277 0.745604 0.641462 0.536136 0.429915 0.323088 0.215949 0.108792 0.001909 -0.104405 -0.209860 -0.314165 -0.417033 -0.518183 -0.617336 -0.714220 -0.808566 -0.900117 -0.988619 -1.073829 -1.155511 -1.233440 -1.307401 -1.377191 -1.442615 -1.503494 -1.559659 -1.610955 -1.657240 -1.698386 -1.734279 -1.764820 -1.789924 -1.809522 -1.823560 -1.831997 -1.834813 -1.831997 -1.823560 -1.809522 -1.789924 -1.764820 -1.734279 -1.698386 -1.657240 -1.610955 -1.559659 -1.503494 -1.442615 -1.377191 -1.307401 -1.233440 -1.155511 -1.073829 -0.988619 -0.900117 -0.808566 -0.714220 -0.617336 -0.518183 -0.417033 -0.314165 -0.209860 -0.104405 0.001909 0.108792 0.215949 0.323088 0.429915 0.536136 0.641462 0.745604 0.848277 0.949202 1.048101 1.144705 1.238751 1.329981 1.418148 1.503010 1.584337 1.661907 1.735509 1.804942 1.870019 1.930561 1.986405 2.037398 2.083403 2.124293 2.159959 2.190303 2.215243 2.234711 2.248655 2.257036 2.259832 
2.104785 2.102202 2.094460 2.081580 2.063597 2.040559 2.012529 1.979582 1.941809 1.899310 1.852203 1.800612 1.744680 1.684557 1.620407 1.552404 1.480732 1.405586 1.327171 1.245700 1.161393 1.074482 0.985203 0.893800 0.800520 0.705619 0.609357 0.511996 0.413804 0.315046 0.215996 0.116924 0.018103 -0.080199 -0.177709 -0.274161 -0.369290 -0.462832 -0.554532 -0.644137 -0.731399 -0.816078 -0.897941 -0.976761 -1.052321 -1.124412 -1.192834 -1.257399 -1.317927 -1.374252 -1.426217 -1.473678 -1.516503 -1.554574 -1.587785 -1.616045 -1.639274 -1.657408 -1.670397 -1.678205 -1.680810 -1.678205 -1.670397 -1.657408 -1.639274 -1.616045 -1.587785 -1.554574 -1.516503 -1.473678 -1.426217 -1.374252 -1.317927 -1.257399 -1.192834 -1.124412 -1.052321 -0.976761 -0.897941 -0.816078 -0.731399 -0.644137 -0.554532 -0.462832 -0.369290 -0.274161 -0.177709 -0.080199 0.018103 0.116924 0.215996 0.315046 0.413804 0.511996 0.609357 0.705619 0.800520 0.893800 0.985203 1.074482 1.161393 1.245700 1.327171 1.405586 1.480732 1.552404 1.620407 1.684557 1.744680 1.800612 1.852203 1.899310 1.941809 1.979582 2.012529 2.040559 2.063597 2.081580 2.094460 2.102202 2.104785 
1.961608 1.959221 1.952070 1.940171 1.923559 1.902277 1.876383 1.845947 1.811051 1.771790 1.728269 1.680606 1.628930 1.573381 1.514109 1.451275 1.385049 1.315610 1.243148 1.167859 1.089947 1.009624 0.927110 0.842627 0.756408 0.668686 0.579701 0.489697 0.398919 0.307616 0.216037 0.124434 0.033057 -0.057842 -0.148014 -0.237211 -0.325189 -0.411703 -0.496517 -0.579397 -0.660113 -0.738444 -0.814172 -0.887088 -0.956991 -1.023687 -1.086991 -1.146728 -1.202732 -1.254848 -1.302930 -1.346847 -1.386475 -1.421705 -1.452438 -1.478589 -1.500085 -1.516867 -1.528887 -1.536113 -1.538524 -1.536113 -1.528887 -1.516867 -1.500085 -1.478589 -1.452438 -1.421705 -1.386475 -1.346847 -1.302930 -1.254848 -1.202732 -1.146728 -1.086991 -1.023687 -0.956991 -0.887088 -0.814172 -0.738444 -0.660113 -0.579397 -0.496517 -0.411703 -0.325189 -0.237211 -0.148014 -0.057842 0.033057 0.124434 0.216037 0.307616 0.398919 0.489697 0.579701 0.668686 0.756408 0.842627 0.927110 1.009624 1.089947 1.167859 1.243148 1.315610 1.385049 1.451275 1.514109 1.573381 1.628930 1.680606 1.728269 1.771790 1.811051 1.845947 1.876383 1.902277 1.923559 1.940171 1.952070 1.959221 1.961608 
1.829403 1.827198 1.820592 1.809600 1.794253 1.774592 1.750670 1.722552 1.690312 1.654039 1.613829 1.569792 1.522045 1.470718 1.415950 1.357889 1.296690 1.232522 1.165556 1.095974 1.023966 0.949727 0.873458 0.795367 0.715667 0.634574 0.552311 0.469100 0.385170 0.300751 0.216072 0.131367 0.046867 -0.037195 -0.120589 -0.203085 -0.284457 -0.364480 -0.442933 -0.519600 -0.594270 -0.666735 -0.736795 -0.804257 -0.868934 -0.930645 -0.989220 -1.044496 -1.096320 -1.144547 -1.189043 -1.229684 -1.266358 -1.298962 -1.327405 -1.351607 -1.371503 -1.387034 -1.398159 -1.404847 -1.407078 -1.404847 -1.398159 -1.387034 -1.371503 -1.351607 -1.327405 -1.298962 -1.266358 -1.229684 -1.189043 -1.144547 -1.096320 -1.044496 -0.989220 -0.930645 -0.868934 -0.804257 -0.736795 -0.666735 -0.594270 -0.519600 -0.442933 -0.364480 -0.284457 -0.203085 -0.120589 -0.037195 0.046867 0.131367 0.216072 0.300751 0.385170 0.469100 0.552311 0.634574 0.715667 0.795367 0.873458 0.949727 1.023966 1.095974 1.165556 1.232522 1.296690 1.357889 1.415950 1.470718 1.522045 1.569792 1.613829 1.654039 1.690312 1.722552 1.750670 1.774592 1.794253 1.809600 1.820592 1.827198 1.829403 
1.707343 1.705307 1.699203 1.689048 1.674869 1.656705 1.634603 1.608624 1.578837 1.545321 1.508168 1.467477 1.423358 1.375929 1.325318 1.271662 1.215105 1.155801 1.093910 1.029598 0.963040 0.894418 0.823916 0.751726 0.678045 0.603074 0.527015 0.450078 0.372472 0.294409 0.216102 0.137767 0.059618 -0.018130 -0.095264 -0.171571 -0.246843 -0.320869 -0.393447 -0.464376 -0.533460 -0.600508 -0.665333 -0.727756 -0.787605 -0.844711 -0.898918 -0.950073 -0.998035 -1.042669 -1.083852 -1.121468 -1.155412 -1.185590 -1.211917 -1.234319 -1.252735 -1.267112 -1.277410 -1.283600 -1.285666 -1.283600 -1.277410 -1.267112 -1.252735 -1.234319 -1.211917 -1.185590 -1.155412 -1.121468 -1.083852 -1.042669 -0.998035 -0.950073 -0.898918 -0.844711 -0.787605 -0.727756 -0.665333 -0.600508 -0.533460 -0.464376 -0.393447 -0.320869 -0.246843 -0.171571 -0.095264 -0.018130 0.059618 0.137767 0.216102 0.294409 0.372472 0.450078 0.527015 0.603074 0.678045 0.751726 0.823916 0.894418 0.963040 1.029598 1.093910 1.155801 1.215105 1.271662 1.325318 1.375929 1.423358 1.467477 1.508168 1.545321 1.578837 1.608624 1.634603 1.656705 1.674869 1.689048 1.699203 1.705307 1.707343 
1.594665 1.592784 1.587144 1.577761 1.564660 1.547877 1.527455 1.503450 1.475926 1.444957 1.410625 1.373023 1.332251 1.288420 1.241647 1.192057 1.139785 1.084971 1.027763 0.968316 0.906790 0.843352 0.778174 0.711432 0.643308 0.573987 0.503658 0.432513 0.360745 0.288551 0.216128 0.143675 0.071390 -0.000528 -0.071881 -0.142474 -0.212111 -0.280600 -0.347752 -0.413383 -0.477308 -0.539352 -0.599342 -0.657112 -0.712501 -0.765355 -0.815526 -0.862875 -0.907270 -0.948585 -0.986707 -1.021529 -1.052952 -1.080889 -1.105261 -1.126001 -1.143050 -1.156360 -1.165894 -1.171626 -1.173538 -1.171626 -1.165894 -1.156360 -1.143050 -1.126001 -1.105261 -1.080889 -1.052952 -1.021529 -0.986707 -0.948585 -0.907270 -0.862875 -0.815526 -0.765355 -0.712501 -0.657112 -0.599342 -0.539352 -0.477308 -0.413383 -0.347752 -0.280600 -0.212111 -0.142474 -0.071881 -0.000528 0.071390 0.143675 0.216128 0.288551 0.360745 0.432513 0.503658 0.573987 0.643308 0.711432 0.778174 0.843352 0.906790 0.968316 1.027763 1.084971 1.139785 1.192057 1.241647 1.288420 1.332251 1.373023 1.410625 1.444957 1.475926 1.503450 1.527455 1.547877 1.564660 1.577761 1.587144 1.592784 1.594665 
