5.122542 5.111453 5.078239 5.023053 4.946152 4.847898 4.728745 4.589252 4.430067 4.251932 4.055680 3.842224 3.612559 3.367758 3.108960 2.837373 2.554263 2.260949 1.958799 1.649224 1.333664 1.013592 0.690501 0.365896 0.041291 -0.281801 -0.601872 -0.917432 -1.227008 -1.529157 -1.822471 -2.105581 -2.377168 -2.635966 -2.880768 -3.110432 -3.323888 -3.520141 -3.698275 -3.857460 -3.996953 -4.116106 -4.214361 -4.291261 -4.346447 -4.379661 -4.390750 -4.379661 -4.346447 -4.291261 -4.214361 -4.116106 -3.996953 -3.857460 -3.698275 -3.520141 -3.323888 -3.110432 -2.880768 -2.635966 -2.377168 -2.105581 -1.822471 -1.529157 -1.227008 -0.917432 -0.601872 -0.281801 0.041291 0.365896 0.690501 1.013592 1.333664 1.649224 1.958799 2.260949 2.554263 2.837373 3.108960 3.367758 3.612559 3.842224 4.055680 4.251932 4.430067 4.589252 4.728745 4.847898 4.946152 5.023053 5.078239 5.111453 5.122542 
4.139381 4.130588 4.104252 4.060494 3.999518 3.921608 3.827125 3.716510 3.590277 3.449012 3.293373 3.124081 2.941926 2.747752 2.542462 2.327010 2.102398 1.869668 1.629906 1.384227 1.133778 0.879730 0.623273 0.365611 0.107952 -0.148496 -0.402530 -0.652960 -0.898618 -1.138356 -1.371059 -1.595645 -1.811071 -2.016335 -2.210486 -2.392619 -2.561890 -2.717512 -2.858761 -2.984981 -3.095584 -3.190057 -3.267960 -3.328930 -3.372684 -3.399017 -3.407809 -3.399017 -3.372684 -3.328930 -3.267960 -3.190057 -3.095584 -2.984981 -2.858761 -2.717512 -2.561890 -2.392619 -2.210486 -2.016335 -1.811071 -1.595645 -1.371059 -1.138356 -0.898618 -0.652960 -0.402530 -0.148496 0.107952 0.365611 0.623273 0.879730 1.133778 1.384227 1.629906 1.869668 2.102398 2.327010 2.542462 2.747752 2.941926 3.124081 3.293373 3.449012 3.590277 3.716510 3.827125 3.921608 3.999518 4.060494 4.104252 4.130588 4.139381 
3.363226 3.356248 3.335343 3.300610 3.252209 3.190365 3.115364 3.027552 2.927338 2.815183 2.691608 2.557184 2.412533 2.258324 2.095271 1.924126 1.745684 1.560772 1.370248 1.175001 0.975944 0.774009 0.570148 0.365323 0.160503 -0.043345 -0.245260 -0.444290 -0.639504 -0.829991 -1.014862 -1.193261 -1.364363 -1.527374 -1.681542 -1.826153 -1.960541 -2.084083 -2.196208 -2.296396 -2.384185 -2.459167 -2.520996 -2.569385 -2.604110 -2.625009 -2.631986 -2.625009 -2.604110 -2.569385 -2.520996 -2.459167 -2.384185 -2.296396 -2.196208 -2.084083 -1.960541 -1.826153 -1.681542 -1.527374 -1.364363 -1.193261 -1.014862 -0.829991 -0.639504 -0.444290 -0.245260 -0.043345 0.160503 0.365323 0.570148 0.774009 0.975944 1.175001 1.370248 1.560772 1.745684 1.924126 2.095271 2.258324 2.412533 2.557184 2.691608 2.815183 2.927338 3.027552 3.115364 3.190365 3.252209 3.300610 3.335343 3.356248 3.363226 
2.750797 2.745250 2.728635 2.701027 2.662555 2.613395 2.553772 2.483962 2.404285 2.315109 2.216841 2.109935 1.994881 1.872209 1.742480 1.606294 1.464277 1.317085 1.165402 1.009933 0.851409 0.690575 0.528195 0.365040 0.201890 0.039523 -0.121290 -0.279786 -0.435219 -0.586861 -0.734008 -0.875977 -1.012113 -1.141790 -1.264413 -1.379418 -1.486278 -1.584502 -1.673639 -1.753281 -1.823060 -1.882656 -1.931794 -1.970249 -1.997845 -2.014453 -2.019997 -2.014453 -1.997845 -1.970249 -1.931794 -1.882656 -1.823060 -1.753281 -1.673639 -1.584502 -1.486278 -1.379418 -1.264413 -1.141790 -1.012113 -0.875977 -0.734008 -0.586861 -0.435219 -0.279786 -0.121290 0.039523 0.201890 0.365040 0.528195 0.690575 0.851409 1.009933 1.165402 1.317085 1.464277 1.606294 1.742480 1.872209 1.994881 2.109935 2.216841 2.315109 2.404285 2.483962 2.553772 2.613395 2.662555 2.701027 2.728635 2.745250 2.750797 
2.267938 2.263522 2.250291 2.228307 2.197670 2.158519 2.111034 2.055428 1.991956 1.920907 1.842604 1.757404 1.665692 1.567888 1.464437 1.355810 1.242506 1.125044 1.003969 0.879846 0.753259 0.624805 0.495103 0.364774 0.234449 0.104757 -0.023678 -0.150242 -0.274334 -0.395373 -0.512793 -0.626052 -0.734631 -0.838032 -0.935786 -1.027447 -1.112599 -1.190856 -1.261862 -1.325295 -1.380866 -1.428321 -1.467447 -1.498064 -1.520034 -1.533256 -1.537670 -1.533256 -1.520034 -1.498064 -1.467447 -1.428321 -1.380866 -1.325295 -1.261862 -1.190856 -1.112599 -1.027447 -0.935786 -0.838032 -0.734631 -0.626052 -0.512793 -0.395373 -0.274334 -0.150242 -0.023678 0.104757 0.234449 0.364774 0.495103 0.624805 0.753259 0.879846 1.003969 1.125044 1.242506 1.355810 1.464437 1.567888 1.665692 1.757404 1.842604 1.920907 1.991956 2.055428 2.111034 2.158519 2.197670 2.228307 2.250291 2.263522 2.267938 
1.887773 1.884247 1.873686 1.856137 1.831680 1.800422 1.762505 1.718099 1.667402 1.610641 1.548071 1.479973 1.406651 1.328434 1.245674 1.158745 1.068040 0.973975 0.876983 0.777518 0.676048 0.573061 0.469056 0.364538 0.260023 0.156025 0.053049 -0.048404 -0.147847 -0.244813 -0.338847 -0.429517 -0.516408 -0.599127 -0.677301 -0.750581 -0.818636 -0.881164 -0.937885 -0.988545 -1.032918 -1.070806 -1.102038 -1.126476 -1.144011 -1.154563 -1.158086 -1.154563 -1.144011 -1.126476 -1.102038 -1.070806 -1.032918 -0.988545 -0.937885 -0.881164 -0.818636 -0.750581 -0.677301 -0.599127 -0.516408 -0.429517 -0.338847 -0.244813 -0.147847 -0.048404 0.053049 0.156025 0.260023 0.364538 0.469056 0.573061 0.676048 0.777518 0.876983 0.973975 1.068040 1.158745 1.245674 1.328434 1.406651 1.479973 1.548071 1.610641 1.667402 1.718099 1.762505 1.800422 1.831680 1.856137 1.873686 1.884247 1.887773 
1.589201 1.586377 1.577920 1.563864 1.544272 1.519230 1.488847 1.453256 1.412613 1.367095 1.316901 1.262251 1.203385 1.140561 1.074057 1.004167 0.931205 0.855501 0.777404 0.697279 0.615507 0.532487 0.448626 0.364343 0.280062 0.196204 0.113189 0.031425 -0.048689 -0.126773 -0.202460 -0.275402 -0.345268 -0.411745 -0.474540 -0.533376 -0.587994 -0.638156 -0.683644 -0.724258 -0.759821 -0.790180 -0.815201 -0.834777 -0.848820 -0.857271 -0.860092 -0.857271 -0.848820 -0.834777 -0.815201 -0.790180 -0.759821 -0.724258 -0.683644 -0.638156 -0.587994 -0.533376 -0.474540 -0.411745 -0.345268 -0.275402 -0.202460 -0.126773 -0.048689 0.031425 0.113189 0.196204 0.280062 0.364343 0.448626 0.532487 0.615507 0.697279 0.777404 0.855501 0.931205 1.004167 1.074057 1.140561 1.203385 1.262251 1.316901 1.367095 1.412613 1.453256 1.488847 1.519230 1.544272 1.563864 1.577920 1.586377 1.589201 
1.355712 1.353440 1.346634 1.335323 1.319555 1.299395 1.274929 1.246259 1.213505 1.176806 1.136316 1.092206 1.044663 0.993888 0.940100 0.883533 0.824435 0.763071 0.699724 0.634692 0.568290 0.500845 0.432697 0.364195 0.295694 0.227545 0.160099 0.093697 0.028665 -0.034680 -0.096040 -0.155132 -0.211691 -0.265469 -0.316230 -0.363758 -0.407851 -0.448323 -0.485004 -0.517739 -0.546391 -0.570842 -0.590988 -0.606744 -0.618046 -0.624847 -0.627116 -0.624847 -0.618046 -0.606744 -0.590988 -0.570842 -0.546391 -0.517739 -0.485004 -0.448323 -0.407851 -0.363758 -0.316230 -0.265469 -0.211691 -0.155132 -0.096040 -0.034680 0.028665 0.093697 0.160099 0.227545 0.295694 0.364195 0.432697 0.500845 0.568290 0.634692 0.699724 0.763071 0.824435 0.883533 0.940100 0.993888 1.044663 1.092206 1.136316 1.176806 1.213505 1.246259 1.274929 1.299395 1.319555 1.335323 1.346634 1.353440 1.355712 
1.174454 1.172614 1.167103 1.157941 1.145165 1.128825 1.108985 1.085724 1.059132 1.029315 0.996389 0.960488 0.921754 0.880345 0.836430 0.790196 0.741842 0.691585 0.639656 0.586303 0.531788 0.476388 0.420391 0.364093 0.307793 0.251793 0.196389 0.141868 0.088508 0.036572 -0.013692 -0.062052 -0.108290 -0.152208 -0.193619 -0.232351 -0.268250 -0.301170 -0.330982 -0.357567 -0.380821 -0.400653 -0.416986 -0.429757 -0.438914 -0.444423 -0.446261 -0.444423 -0.438914 -0.429757 -0.416986 -0.400653 -0.380821 -0.357567 -0.330982 -0.301170 -0.268250 -0.232351 -0.193619 -0.152208 -0.108290 -0.062052 -0.013692 0.036572 0.088508 0.141868 0.196389 0.251793 0.307793 0.364093 0.420391 0.476388 0.531788 0.586303 0.639656 0.691585 0.741842 0.790196 0.836430 0.880345 0.921754 0.960488 0.996389 1.029315 1.059132 1.085724 1.108985 1.128825 1.145165 1.157941 1.167103 1.172614 1.174454 
1.035510 1.034007 1.029503 1.022014 1.011566 0.998194 0.981947 0.962879 0.941058 0.916560 0.889472 0.859891 0.827928 0.793703 0.757351 0.719020 0.678876 0.637097 0.593878 0.549431 0.503979 0.457762 0.411026 0.364029 0.317030 0.270291 0.224067 0.178606 0.134148 0.090917 0.049125 0.008968 -0.029375 -0.065739 -0.099975 -0.131947 -0.161535 -0.188629 -0.213132 -0.234956 -0.254025 -0.270273 -0.283645 -0.294092 -0.301581 -0.306084 -0.307587 -0.306084 -0.301581 -0.294092 -0.283645 -0.270273 -0.254025 -0.234956 -0.213132 -0.188629 -0.161535 -0.131947 -0.099975 -0.065739 -0.029375 0.008968 0.049125 0.090917 0.134148 0.178606 0.224067 0.270291 0.317030 0.364029 0.411026 0.457762 0.503979 0.549431 0.593878 0.637097 0.678876 0.719020 0.757351 0.793703 0.827928 0.859891 0.889472 0.916560 0.941058 0.962879 0.981947 0.998194 1.011566 1.022014 1.029503 1.034007 1.035510 
