0.003614 0.004267 0.005415 0.007437 0.010700 0.015923 0.024481 0.039243 0.066822 0.250062 0.107381 -0.240097 -0.223727 -0.188774 -0.170606 -0.156214 -0.143297 -0.131176 -0.119595 -0.108437 -0.097631 -0.087108 -0.076778 -0.066511 -0.056115 -0.045302 -0.033623 -0.020355 -0.004228 0.017191 0.109998 0.110077 0.043185 0.028853 0.020113 0.014392 0.010501 0.007825 0.006022 0.004927 0.004282 
0.003614 0.004267 0.005415 0.007437 0.010700 0.015923 0.024482 0.039248 0.066853 0.122814 0.058615 -0.088178 -0.131269 -0.138787 -0.136466 -0.130522 -0.122958 -0.114576 -0.105760 -0.096710 -0.087528 -0.078245 -0.068835 -0.059206 -0.049188 -0.038503 -0.026703 -0.013039 0.003821 0.026473 0.065681 0.069030 0.043192 0.028855 0.020114 0.014392 0.010501 0.007825 0.006022 0.004927 0.004282 
0.003604 0.004248 0.005375 0.007341 0.010461 0.015293 0.022675 0.033488 0.046901 0.053743 0.020093 -0.040392 -0.075230 -0.092937 -0.100211 -0.101482 -0.099248 -0.094890 -0.089190 -0.082602 -0.075391 -0.067697 -0.059575 -0.051003 -0.041888 -0.032060 -0.021265 -0.009168 0.004581 0.020019 0.037492 0.042519 0.035022 0.026236 0.019180 0.014022 0.010343 0.007755 0.005989 0.004909 0.004271 
0.003575 0.004193 0.005263 0.007083 0.009833 0.013725 0.018719 0.023802 0.025799 0.019088 -0.000274 -0.026201 -0.046226 -0.060509 -0.069302 -0.073722 -0.074895 -0.073710 -0.070817 -0.066667 -0.061567 -0.055717 -0.049237 -0.042185 -0.034578 -0.026400 -0.017638 -0.008328 0.001341 0.010845 0.019945 0.024937 0.024741 0.021327 0.017011 0.013073 0.009922 0.007562 0.005896 0.004858 0.004240 
0.003514 0.004080 0.005038 0.006579 0.008680 0.011140 0.013271 0.013646 0.010409 0.002569 -0.008531 -0.020746 -0.031226 -0.040023 -0.046591 -0.050883 -0.053108 -0.053565 -0.052557 -0.050352 -0.047170 -0.043188 -0.038541 -0.033335 -0.027660 -0.021603 -0.015272 -0.008822 -0.002484 0.003403 0.008951 0.013141 0.015363 0.015343 0.013720 0.011416 0.009121 0.007178 0.005706 0.004752 0.004174 
0.003400 0.003878 0.004651 0.005764 0.006989 0.007869 0.007665 0.005595 0.001363 -0.004458 -0.010689 -0.016821 -0.022181 -0.027000 -0.030965 -0.033910 -0.035783 -0.036615 -0.036485 -0.035492 -0.033745 -0.031351 -0.028411 -0.025024 -0.021287 -0.017303 -0.013182 -0.009053 -0.005061 -0.001365 0.002253 0.005463 0.008071 0.009583 0.009847 0.009125 0.007880 0.006536 0.005372 0.004559 0.004051 
0.003202 0.003550 0.004064 0.004644 0.004959 0.004584 0.003143 0.000552 -0.002861 -0.006521 -0.009908 -0.013021 -0.015710 -0.018174 -0.020285 -0.021951 -0.023113 -0.023746 -0.023853 -0.023457 -0.022595 -0.021316 -0.019676 -0.017737 -0.015562 -0.013222 -0.010789 -0.008337 -0.005941 -0.003673 -0.001350 0.000915 0.003119 0.004951 0.006123 0.006521 0.006258 0.005603 0.004848 0.004241 0.003839 
0.002884 0.003069 0.003284 0.003343 0.002968 0.001956 0.000293 -0.001814 -0.004044 -0.006115 -0.007870 -0.009406 -0.010705 -0.011890 -0.012915 -0.013741 -0.014339 -0.014690 -0.014789 -0.014635 -0.014239 -0.013619 -0.012799 -0.011806 -0.010674 -0.009435 -0.008126 -0.006783 -0.005440 -0.004132 -0.002733 -0.001278 0.000291 0.001834 0.003154 0.004063 0.004468 0.004425 0.004111 0.003756 0.003493 
0.002406 0.002430 0.002382 0.002081 0.001397 0.000332 -0.000980 -0.002349 -0.003611 -0.004679 -0.005531 -0.006249 -0.006843 -0.007376 -0.007834 -0.008203 -0.008472 -0.008633 -0.008682 -0.008617 -0.008442 -0.008162 -0.007785 -0.007321 -0.006783 -0.006184 -0.005540 -0.004864 -0.004172 -0.003477 -0.002707 -0.001867 -0.000895 0.000163 0.001217 0.002141 0.002804 0.003141 0.003186 0.003078 0.002963 
0.001753 0.001672 0.001483 0.001073 0.000440 -0.000339 -0.001147 -0.001890 -0.002515 -0.003011 -0.003390 -0.003700 -0.003950 -0.004172 -0.004359 -0.004508 -0.004616 -0.004679 -0.004696 -0.004667 -0.004591 -0.004472 -0.004310 -0.004110 -0.003876 -0.003612 -0.003322 -0.003014 -0.002690 -0.002358 -0.001980 -0.001551 -0.001031 -0.000424 0.000243 0.000912 0.001501 0.001927 0.002151 0.002210 0.002211 
0.000945 0.000857 0.000693 0.000411 0.000045 -0.000347 -0.000713 -0.001023 -0.001270 -0.001458 -0.001597 -0.001708 -0.001796 -0.001873 -0.001937 -0.001988 -0.002023 -0.002043 -0.002047 -0.002035 -0.002007 -0.001963 -0.001905 -0.001832 -0.001746 -0.001649 -0.001541 -0.001425 -0.001301 -0.001172 -0.001022 -0.000848 -0.000631 -0.000365 -0.000055 0.000282 0.000615 0.000898 0.001090 0.001183 0.001225 
0.000000 -0.000000 -0.000001 -0.000001 -0.000001 -0.000001 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 -0.000001 -0.000001 -0.000001 -0.000001 -0.000001 -0.000001 -0.000001 -0.000001 -0.000002 -0.000002 -0.000002 -0.000002 -0.000002 -0.000002 -0.000002 -0.000002 -0.000001 -0.000000 0.000000 
