0.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 3.000000 0.000000 
4.000000 3.292959 3.111116 3.030444 2.980196 2.943503 2.914839 2.891866 2.873351 2.858497 2.846700 2.837455 2.830318 2.824897 2.820846 2.817870 2.815722 2.814196 2.813132 2.812401 2.811908 2.811581 2.811367 2.811230 2.811143 2.811089 2.811056 2.811036 2.811024 2.811017 2.811013 2.811010 2.811009 2.811008 2.811008 2.811008 2.811008 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811007 2.811008 2.811008 2.811008 2.811009 2.811011 2.811015 2.811023 2.811038 2.811066 2.811115 2.811199 2.811339 2.811567 2.811925 2.812471 2.813279 2.814441 2.816059 2.818241 2.821087 2.824666 2.828985 2.833937 2.839227 2.844232 2.847717 2.847139 2.836548 2.798443 2.661257 2.000000 
4.000000 3.454747 3.197125 3.053513 2.957270 2.885294 2.828567 2.782938 2.746107 2.716547 2.693073 2.674685 2.660500 2.649732 2.641696 2.635799 2.631546 2.628531 2.626429 2.624989 2.624018 2.623375 2.622956 2.622686 2.622516 2.622411 2.622346 2.622307 2.622284 2.622270 2.622262 2.622258 2.622255 2.622254 2.622253 2.622253 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622252 2.622253 2.622254 2.622256 2.622260 2.622268 2.622283 2.622312 2.622366 2.622461 2.622625 2.622900 2.623346 2.624051 2.625128 2.626727 2.629029 2.632242 2.636584 2.642260 2.649414 2.658070 2.668036 2.678754 2.689047 2.696621 2.696915 2.680067 2.621702 2.453531 2.000000 
4.000000 3.545155 3.255519 3.065942 2.929739 2.824932 2.741321 2.673694 2.618968 2.574996 2.540068 2.512712 2.491617 2.475617 2.463685 2.454939 2.448638 2.444176 2.441069 2.438944 2.437513 2.436566 2.435950 2.435555 2.435306 2.435151 2.435057 2.435000 2.434966 2.434946 2.434935 2.434929 2.434925 2.434923 2.434922 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434921 2.434922 2.434923 2.434926 2.434931 2.434943 2.434965 2.435007 2.435085 2.435224 2.435464 2.435867 2.436524 2.437561 2.439153 2.441521 2.444937 2.449716 2.456189 2.464671 2.475391 2.488409 2.503475 2.519828 2.535859 2.548497 2.551926 2.534680 2.472871 2.317331 2.000000 
4.000000 3.595187 3.290491 3.067205 2.897017 2.762301 2.653368 2.564673 2.492660 2.434704 2.388638 2.352556 2.324742 2.303656 2.287944 2.276436 2.268154 2.262295 2.258222 2.255438 2.253567 2.252331 2.251527 2.251012 2.250689 2.250488 2.250365 2.250292 2.250248 2.250223 2.250208 2.250200 2.250195 2.250193 2.250191 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250190 2.250191 2.250192 2.250196 2.250203 2.250218 2.250246 2.250301 2.250401 2.250581 2.250892 2.251417 2.252274 2.253632 2.255719 2.258831 2.263331 2.269640 2.278208 2.289463 2.303734 2.321136 2.341401 2.363636 2.385949 2.404809 2.413876 2.401778 2.348342 2.221948 2.000000 
4.000000 3.621509 3.307403 3.058334 2.859268 2.697606 2.565115 2.456473 2.367930 2.296531 2.239729 2.195225 2.160923 2.134930 2.115573 2.101408 2.091223 2.084025 2.079027 2.075615 2.073325 2.071813 2.070831 2.070204 2.069810 2.069566 2.069418 2.069328 2.069276 2.069245 2.069227 2.069217 2.069212 2.069209 2.069207 2.069206 2.069206 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069205 2.069206 2.069206 2.069208 2.069212 2.069221 2.069239 2.069273 2.069338 2.069460 2.069677 2.070056 2.070695 2.071742 2.073404 2.075966 2.079794 2.085344 2.093142 2.103759 2.117745 2.135542 2.157341 2.182900 2.211274 2.240433 2.266675 2.283696 2.281172 2.243331 2.151008 2.000000 
4.000000 3.633443 3.311029 3.041046 2.817166 2.631318 2.477092 2.349735 2.245532 2.161322 2.094255 2.041685 2.001167 1.970474 1.947629 1.930923 1.918921 1.910448 1.904570 1.900562 1.897875 1.896104 1.894955 1.894222 1.893762 1.893478 1.893305 1.893201 1.893140 1.893105 1.893084 1.893073 1.893066 1.893063 1.893061 1.893060 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893059 1.893060 1.893062 1.893067 1.893077 1.893097 1.893137 1.893212 1.893353 1.893606 1.894047 1.894794 1.896019 1.897970 1.900983 1.905498 1.912057 1.921296 1.933908 1.950573 1.971855 1.998049 2.028978 2.063721 2.100241 2.134895 2.161768 2.171964 2.153620 2.095473 2.000000 
4.000000 3.636418 3.305181 3.017223 2.771667 2.564091 2.389916 2.245134 2.126210 2.029890 1.953085 1.892850 1.846420 1.811257 1.785097 1.765979 1.752255 1.742574 1.735865 1.731295 1.728235 1.726220 1.724915 1.724084 1.723563 1.723241 1.723045 1.722929 1.722860 1.722820 1.722797 1.722784 1.722776 1.722772 1.722770 1.722769 1.722769 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722768 1.722769 1.722770 1.722772 1.722777 1.722788 1.722811 1.722855 1.722940 1.723098 1.723383 1.723882 1.724729 1.726122 1.728345 1.731786 1.736953 1.744478 1.755105 1.769650 1.788927 1.813636 1.844198 1.880541 1.921830 1.966130 2.010010 2.048131 2.073038 2.075921 2.050178 2.000000 
4.000000 3.633738 3.292772 2.988654 2.723837 2.496682 2.304256 2.143342 2.010681 1.902998 1.817025 1.749561 1.697549 1.658165 1.628876 1.607484 1.592137 1.581322 1.573833 1.568737 1.565328 1.563086 1.561636 1.560713 1.560135 1.559779 1.559563 1.559433 1.559357 1.559313 1.559288 1.559274 1.559266 1.559262 1.559259 1.559258 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559257 1.559258 1.559259 1.559261 1.559267 1.559279 1.559303 1.559352 1.559445 1.559619 1.559934 1.560486 1.561425 1.562974 1.565451 1.569294 1.575079 1.583523 1.595478 1.611884 1.633694 1.661754 1.696628 1.738384 1.786325 1.838692 1.892363 1.942630 1.983313 2.007804 2.012065 2.000000 
4.000000 3.627495 3.275995 2.956919 2.674742 2.429877 2.220786 2.045015 1.899615 1.781345 1.686803 1.612568 1.555325 1.511984 1.479763 1.456241 1.439377 1.427502 1.419286 1.413700 1.409967 1.407515 1.405930 1.404923 1.404293 1.403905 1.403670 1.403530 1.403448 1.403400 1.403373 1.403357 1.403349 1.403344 1.403341 1.403340 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403339 1.403340 1.403341 1.403344 1.403350 1.403362 1.403389 1.403441 1.403542 1.403730 1.404072 1.404673 1.405696 1.407389 1.410102 1.414321 1.420686 1.429999 1.443216 1.461402 1.485653 1.516965 1.556065 1.603181 1.657796 1.718377 1.782150 1.845017 1.901840 1.947505 1.979259 2.000000 
