4.939594 4.936881 4.928742 4.915190 4.896237 4.871906 4.842226 4.807228 4.766955 4.721451 4.670768 4.614965 4.554105 4.488257 4.417497 4.341905 4.261568 4.176577 4.087029 3.993027 3.894677 3.792092 3.685389 3.574689 3.460120 3.341811 3.219898 3.094520 2.965819 2.833943 2.699043 2.561271 2.420786 2.277747 2.132318 1.984665 1.834956 1.683362 1.530056 1.375213 1.219010 1.061624 0.903237 0.744027 0.584176 0.423868 0.263285 0.102610 -0.057973 -0.218280 -0.378131 -0.537341 -0.695728 -0.853114 -1.009317 -1.164161 -1.317467 -1.469060 -1.618769 -1.766422 -1.911851 -2.054890 -2.195375 -2.333147 -2.468047 -2.599923 -2.728624 -2.854002 -2.975915 -3.094224 -3.208793 -3.319493 -3.426196 -3.528781 -3.627131 -3.721133 -3.810681 -3.895672 -3.976010 -4.051601 -4.122361 -4.188209 -4.249070 -4.304872 -4.355555 -4.401059 -4.441333 -4.476330 -4.506010 -4.530341 -4.549294 -4.562847 -4.570985 -4.573698 -4.570985 -4.562847 -4.549294 -4.530341 -4.506010 -4.476330 -4.441333 -4.401059 -4.355555 -4.304872 -4.249070 -4.188209 -4.122361 -4.051601 -3.976010 -3.895672 -3.810681 -3.721133 -3.627131 -3.528781 -3.426196 -3.319493 -3.208793 -3.094224 -2.975915 -2.854002 -2.728624 -2.599923 -2.468047 -2.333147 -2.195375 -2.054890 -1.911851 -1.766422 -1.618769 -1.469060 -1.317467 -1.164161 -1.009317 -0.853114 -0.695728 -0.537341 -0.378131 -0.218280 -0.057973 0.102610 0.263285 0.423868 0.584176 0.744027 0.903237 1.061624 1.219010 1.375213 1.530056 1.683362 1.834956 1.984665 2.132318 2.277747 2.420786 2.561271 2.699043 2.833943 2.965819 3.094520 3.219898 3.341811 3.460120 3.574689 3.685389 3.792092 3.894677 3.993027 4.087029 4.176577 4.261568 4.341905 4.417497 4.488257 4.554105 4.614965 4.670768 4.721451 4.766955 4.807228 4.842226 4.871906 4.896237 4.915190 4.928742 4.936881 4.939594 
4.717789 4.715211 4.707484 4.694614 4.676616 4.653512 4.625326 4.592093 4.553849 4.510638 4.462510 4.409519 4.351726 4.289197 4.222002 4.150220 4.073931 3.993223 3.908188 3.818922 3.725528 3.628113 3.526788 3.421666 3.312870 3.200523 3.084754 2.965694 2.843478 2.718248 2.590146 2.459317 2.325911 2.190081 2.051980 1.911768 1.769603 1.625648 1.480067 1.333027 1.184695 1.035240 0.884834 0.733646 0.581851 0.429621 0.277130 0.124552 -0.027940 -0.180170 -0.331965 -0.483153 -0.633560 -0.783015 -0.931348 -1.078388 -1.223969 -1.367925 -1.510090 -1.650304 -1.788405 -1.924236 -2.057643 -2.188473 -2.316576 -2.441807 -2.564023 -2.683084 -2.798855 -2.911203 -3.020000 -3.125122 -3.226448 -3.323865 -3.417260 -3.506526 -3.591562 -3.672271 -3.748561 -3.820344 -3.887539 -3.950069 -4.007863 -4.060854 -4.108983 -4.152194 -4.190439 -4.223673 -4.251858 -4.274963 -4.292961 -4.305831 -4.313559 -4.316136 -4.313559 -4.305831 -4.292961 -4.274963 -4.251858 -4.223673 -4.190439 -4.152194 -4.108983 -4.060854 -4.007863 -3.950069 -3.887539 -3.820344 -3.748561 -3.672271 -3.591562 -3.506526 -3.417260 -3.323865 -3.226448 -3.125122 -3.020000 -2.911203 -2.798855 -2.683084 -2.564023 -2.441807 -2.316576 -2.188473 -2.057643 -1.924236 -1.788405 -1.650304 -1.510090 -1.367925 -1.223969 -1.078388 -0.931348 -0.783015 -0.633560 -0.483153 -0.331965 -0.180170 -0.027940 0.124552 0.277130 0.429621 0.581851 0.733646 0.884834 1.035240 1.184695 1.333027 1.480067 1.625648 1.769603 1.911768 2.051980 2.190081 2.325911 2.459317 2.590146 2.718248 2.843478 2.965694 3.084754 3.200523 3.312870 3.421666 3.526788 3.628113 3.725528 3.818922 3.908188 3.993223 4.073931 4.150220 4.222002 4.289197 4.351726 4.409519 4.462510 4.510638 4.553849 4.592093 4.625326 4.653512 4.676616 4.694614 4.707484 4.715211 4.717789 
4.506379 4.503932 4.496593 4.484371 4.467280 4.445341 4.418575 4.387016 4.350699 4.309665 4.263961 4.213639 4.158758 4.099379 4.035569 3.967403 3.894958 3.818315 3.737564 3.652795 3.564107 3.471599 3.375377 3.275552 3.172237 3.065549 2.955612 2.842550 2.726491 2.607570 2.485921 2.361682 2.234997 2.106008 1.974864 1.841716 1.706712 1.570009 1.431761 1.292128 1.151269 1.009342 0.866512 0.722941 0.578792 0.434230 0.289420 0.144528 -0.000282 -0.144844 -0.288993 -0.432565 -0.575396 -0.717323 -0.858184 -0.997818 -1.136066 -1.272771 -1.407776 -1.540926 -1.672071 -1.801061 -1.927748 -2.051988 -2.173639 -2.292562 -2.408622 -2.521687 -2.631626 -2.738315 -2.841632 -2.941460 -3.037683 -3.130192 -3.218883 -3.303653 -3.384406 -3.461051 -3.533497 -3.601665 -3.665476 -3.724856 -3.779740 -3.830062 -3.875767 -3.916803 -3.953121 -3.984681 -4.011447 -4.033387 -4.050479 -4.062701 -4.070040 -4.072487 -4.070040 -4.062701 -4.050479 -4.033387 -4.011447 -3.984681 -3.953121 -3.916803 -3.875767 -3.830062 -3.779740 -3.724856 -3.665476 -3.601665 -3.533497 -3.461051 -3.384406 -3.303653 -3.218883 -3.130192 -3.037683 -2.941460 -2.841632 -2.738315 -2.631626 -2.521687 -2.408622 -2.292562 -2.173639 -2.051988 -1.927748 -1.801061 -1.672071 -1.540926 -1.407776 -1.272771 -1.136066 -0.997818 -0.858184 -0.717323 -0.575396 -0.432565 -0.288993 -0.144844 -0.000282 0.144528 0.289420 0.434230 0.578792 0.722941 0.866512 1.009342 1.151269 1.292128 1.431761 1.570009 1.706712 1.841716 1.974864 2.106008 2.234997 2.361682 2.485921 2.607570 2.726491 2.842550 2.955612 3.065549 3.172237 3.275552 3.375377 3.471599 3.564107 3.652795 3.737564 3.818315 3.894958 3.967403 4.035569 4.099379 4.158758 4.213639 4.263961 4.309665 4.350699 4.387016 4.418575 4.445341 4.467280 4.484371 4.496593 4.503932 4.506379 
4.304924 4.302600 4.295631 4.284025 4.267795 4.246959 4.221542 4.191572 4.157083 4.118116 4.074714 4.026927 3.974809 3.918420 3.857824 3.793091 3.724294 3.651511 3.574827 3.494327 3.410104 3.322255 3.230879 3.136081 3.037968 2.936654 2.832252 2.724884 2.614670 2.501737 2.386213 2.268231 2.147925 2.025433 1.900893 1.774448 1.646243 1.516424 1.385138 1.252536 1.118769 0.983990 0.848352 0.712010 0.575120 0.437837 0.300319 0.162723 0.025204 -0.112078 -0.248969 -0.385312 -0.520951 -0.655731 -0.789500 -0.922103 -1.053390 -1.183211 -1.311418 -1.437865 -1.562406 -1.684901 -1.805209 -1.923194 -2.038720 -2.151656 -2.261872 -2.369243 -2.473647 -2.574965 -2.673080 -2.767881 -2.859260 -2.947111 -3.031337 -3.111839 -3.188526 -3.261311 -3.330110 -3.394846 -3.455444 -3.511836 -3.563955 -3.611744 -3.655147 -3.694117 -3.728606 -3.758577 -3.783995 -3.804832 -3.821063 -3.832669 -3.839639 -3.841963 -3.839639 -3.832669 -3.821063 -3.804832 -3.783995 -3.758577 -3.728606 -3.694117 -3.655147 -3.611744 -3.563955 -3.511836 -3.455444 -3.394846 -3.330110 -3.261311 -3.188526 -3.111839 -3.031337 -2.947111 -2.859260 -2.767881 -2.673080 -2.574965 -2.473647 -2.369243 -2.261872 -2.151656 -2.038720 -1.923194 -1.805209 -1.684901 -1.562406 -1.437865 -1.311418 -1.183211 -1.053390 -0.922103 -0.789500 -0.655731 -0.520951 -0.385312 -0.248969 -0.112078 0.025204 0.162723 0.300319 0.437837 0.575120 0.712010 0.848352 0.983990 1.118769 1.252536 1.385138 1.516424 1.646243 1.774448 1.900893 2.025433 2.147925 2.268231 2.386213 2.501737 2.614670 2.724884 2.832252 2.936654 3.037968 3.136081 3.230879 3.322255 3.410104 3.494327 3.574827 3.651511 3.724294 3.793091 3.857824 3.918420 3.974809 4.026927 4.074714 4.118116 4.157083 4.191572 4.221542 4.246959 4.267795 4.284025 4.295631 4.302600 4.304924 
4.112999 4.110792 4.104174 4.093152 4.077739 4.057952 4.033815 4.005353 3.972601 3.935596 3.894378 3.848996 3.799502 3.745952 3.688407 3.626932 3.561597 3.492479 3.419655 3.343207 3.263224 3.179797 3.093021 3.002994 2.909821 2.813606 2.714460 2.612496 2.507830 2.400581 2.290873 2.178830 2.064580 1.948253 1.829982 1.709902 1.588150 1.464866 1.340188 1.214261 1.087227 0.959231 0.830420 0.700941 0.570941 0.440568 0.309972 0.179301 0.048704 -0.081669 -0.211669 -0.341150 -0.469962 -0.597959 -0.724994 -0.850923 -0.975603 -1.098889 -1.220644 -1.340726 -1.459000 -1.575330 -1.689583 -1.801629 -1.911340 -2.018592 -2.123261 -2.225229 -2.324378 -2.420597 -2.513773 -2.603803 -2.690583 -2.774013 -2.853999 -2.930450 -3.003278 -3.072400 -3.137737 -3.199214 -3.256762 -3.310315 -3.359812 -3.405196 -3.446416 -3.483423 -3.516177 -3.544640 -3.568778 -3.588566 -3.603981 -3.615003 -3.621621 -3.623828 -3.621621 -3.615003 -3.603981 -3.588566 -3.568778 -3.544640 -3.516177 -3.483423 -3.446416 -3.405196 -3.359812 -3.310315 -3.256762 -3.199214 -3.137737 -3.072400 -3.003278 -2.930450 -2.853999 -2.774013 -2.690583 -2.603803 -2.513773 -2.420597 -2.324378 -2.225229 -2.123261 -2.018592 -1.911340 -1.801629 -1.689583 -1.575330 -1.459000 -1.340726 -1.220644 -1.098889 -0.975603 -0.850923 -0.724994 -0.597959 -0.469962 -0.341150 -0.211669 -0.081669 0.048704 0.179301 0.309972 0.440568 0.570941 0.700941 0.830420 0.959231 1.087227 1.214261 1.340188 1.464866 1.588150 1.709902 1.829982 1.948253 2.064580 2.178830 2.290873 2.400581 2.507830 2.612496 2.714460 2.813606 2.909821 3.002994 3.093021 3.179797 3.263224 3.343207 3.419655 3.492479 3.561597 3.626932 3.688407 3.745952 3.799502 3.848996 3.894378 3.935596 3.972601 4.005353 4.033815 4.057952 4.077739 4.093152 4.104174 4.110792 4.112999 
3.930192 3.928096 3.921811 3.911344 3.896706 3.877915 3.854992 3.827963 3.796859 3.761715 3.722572 3.679474 3.632470 3.581614 3.526965 3.468583 3.406537 3.340896 3.271735 3.199134 3.123176 3.043946 2.961536 2.876040 2.787554 2.696180 2.602023 2.505189 2.405789 2.303937 2.199748 2.093343 1.984841 1.874367 1.762046 1.648008 1.532381 1.415299 1.296895 1.177303 1.056660 0.935105 0.812774 0.689809 0.566349 0.442536 0.318510 0.194413 0.070387 -0.053427 -0.176888 -0.299854 -0.422186 -0.543743 -0.664388 -0.783982 -0.902388 -1.019473 -1.135102 -1.249144 -1.361467 -1.471944 -1.580450 -1.686859 -1.791051 -1.892907 -1.992311 -2.089149 -2.183311 -2.274688 -2.363178 -2.448679 -2.531093 -2.610327 -2.686289 -2.758894 -2.828057 -2.893702 -2.955753 -3.014137 -3.068791 -3.119650 -3.166657 -3.209757 -3.248903 -3.284049 -3.315156 -3.342186 -3.365111 -3.383903 -3.398542 -3.409010 -3.415295 -3.417391 -3.415295 -3.409010 -3.398542 -3.383903 -3.365111 -3.342186 -3.315156 -3.284049 -3.248903 -3.209757 -3.166657 -3.119650 -3.068791 -3.014137 -2.955753 -2.893702 -2.828057 -2.758894 -2.686289 -2.610327 -2.531093 -2.448679 -2.363178 -2.274688 -2.183311 -2.089149 -1.992311 -1.892907 -1.791051 -1.686859 -1.580450 -1.471944 -1.361467 -1.249144 -1.135102 -1.019473 -0.902388 -0.783982 -0.664388 -0.543743 -0.422186 -0.299854 -0.176888 -0.053427 0.070387 0.194413 0.318510 0.442536 0.566349 0.689809 0.812774 0.935105 1.056660 1.177303 1.296895 1.415299 1.532381 1.648008 1.762046 1.874367 1.984841 2.093343 2.199748 2.303937 2.405789 2.505189 2.602023 2.696180 2.787554 2.876040 2.961536 3.043946 3.123176 3.199134 3.271735 3.340896 3.406537 3.468583 3.526965 3.581614 3.632470 3.679474 3.722572 3.761715 3.796859 3.827963 3.854992 3.877915 3.896706 3.911344 3.921811 3.928096 3.930192 
3.756105 3.754114 3.748145 3.738204 3.724302 3.706456 3.684686 3.659016 3.629477 3.596101 3.558926 3.517996 3.473356 3.425058 3.373157 3.317711 3.258785 3.196446 3.130764 3.061814 2.989676 2.914431 2.836166 2.754968 2.670933 2.584154 2.494732 2.402768 2.308367 2.211637 2.112688 2.011633 1.908587 1.803669 1.696997 1.588693 1.478882 1.367687 1.255237 1.141659 1.027083 0.911640 0.795461 0.678680 0.561428 0.443840 0.326051 0.208195 0.090405 -0.027183 -0.144435 -0.261218 -0.377399 -0.492844 -0.607422 -0.721002 -0.833455 -0.944652 -1.054467 -1.162774 -1.269449 -1.374372 -1.477422 -1.578481 -1.677433 -1.774168 -1.868574 -1.960542 -2.049969 -2.136752 -2.220792 -2.301994 -2.380265 -2.455514 -2.527657 -2.596611 -2.662297 -2.724641 -2.783572 -2.839021 -2.890926 -2.939228 -2.983871 -3.024805 -3.061982 -3.095360 -3.124903 -3.150575 -3.172346 -3.190194 -3.204097 -3.214038 -3.220008 -3.221998 -3.220008 -3.214038 -3.204097 -3.190194 -3.172346 -3.150575 -3.124903 -3.095360 -3.061982 -3.024805 -2.983871 -2.939228 -2.890926 -2.839021 -2.783572 -2.724641 -2.662297 -2.596611 -2.527657 -2.455514 -2.380265 -2.301994 -2.220792 -2.136752 -2.049969 -1.960542 -1.868574 -1.774168 -1.677433 -1.578481 -1.477422 -1.374372 -1.269449 -1.162774 -1.054467 -0.944652 -0.833455 -0.721002 -0.607422 -0.492844 -0.377399 -0.261218 -0.144435 -0.027183 0.090405 0.208195 0.326051 0.443840 0.561428 0.678680 0.795461 0.911640 1.027083 1.141659 1.255237 1.367687 1.478882 1.588693 1.696997 1.803669 1.908587 2.011633 2.112688 2.211637 2.308367 2.402768 2.494732 2.584154 2.670933 2.754968 2.836166 2.914431 2.989676 3.061814 3.130764 3.196446 3.258785 3.317711 3.373157 3.425058 3.473356 3.517996 3.558926 3.596101 3.629477 3.659016 3.684686 3.706456 3.724302 3.738204 3.748145 3.754114 3.756105 
3.590350 3.588460 3.582791 3.573349 3.560147 3.543198 3.522523 3.498143 3.470088 3.438390 3.403084 3.364211 3.321815 3.275945 3.226653 3.173994 3.118030 3.058824 2.996443 2.930960 2.862448 2.790986 2.716654 2.639538 2.559727 2.477310 2.392383 2.305041 2.215385 2.123517 2.029542 1.933566 1.835700 1.736054 1.634744 1.531884 1.427592 1.321985 1.215187 1.107318 0.998501 0.888859 0.778520 0.667607 0.556249 0.444572 0.332702 0.220768 0.108899 -0.002779 -0.114139 -0.225053 -0.335394 -0.445037 -0.553857 -0.661729 -0.768531 -0.874139 -0.978435 -1.081299 -1.182613 -1.282262 -1.380133 -1.476113 -1.570094 -1.661966 -1.751628 -1.838974 -1.923907 -2.006328 -2.086146 -2.163266 -2.237602 -2.309071 -2.377588 -2.443076 -2.505462 -2.564673 -2.620641 -2.673304 -2.722601 -2.768475 -2.810875 -2.849751 -2.885060 -2.916762 -2.944819 -2.969201 -2.989879 -3.006829 -3.020033 -3.029475 -3.035145 -3.037035 -3.035145 -3.029475 -3.020033 -3.006829 -2.989879 -2.969201 -2.944819 -2.916762 -2.885060 -2.849751 -2.810875 -2.768475 -2.722601 -2.673304 -2.620641 -2.564673 -2.505462 -2.443076 -2.377588 -2.309071 -2.237602 -2.163266 -2.086146 -2.006328 -1.923907 -1.838974 -1.751628 -1.661966 -1.570094 -1.476113 -1.380133 -1.282262 -1.182613 -1.081299 -0.978435 -0.874139 -0.768531 -0.661729 -0.553857 -0.445037 -0.335394 -0.225053 -0.114139 -0.002779 0.108899 0.220768 0.332702 0.444572 0.556249 0.667607 0.778520 0.888859 0.998501 1.107318 1.215187 1.321985 1.427592 1.531884 1.634744 1.736054 1.835700 1.933566 2.029542 2.123517 2.215385 2.305041 2.392383 2.477310 2.559727 2.639538 2.716654 2.790986 2.862448 2.930960 2.996443 3.058824 3.118030 3.173994 3.226653 3.275945 3.321815 3.364211 3.403084 3.438390 3.470088 3.498143 3.522523 3.543198 3.560147 3.573349 3.582791 3.588460 3.590350 
3.432558 3.430763 3.425379 3.416411 3.403872 3.387775 3.368138 3.344983 3.318338 3.288232 3.254701 3.217780 3.177514 3.133949 3.087133 3.037120 2.983968 2.927736 2.868490 2.806296 2.741226 2.673353 2.602756 2.529514 2.453712 2.375436 2.294775 2.211821 2.126669 2.039416 1.950161 1.859006 1.766056 1.671417 1.575196 1.477503 1.378449 1.278148 1.176715 1.074264 0.970912 0.866779 0.761982 0.656640 0.550875 0.444807 0.338558 0.232247 0.125996 0.019927 -0.085839 -0.191181 -0.295980 -0.400117 -0.503470 -0.605924 -0.707361 -0.807665 -0.906722 -1.004419 -1.100645 -1.195289 -1.288244 -1.379403 -1.468663 -1.555922 -1.641079 -1.724038 -1.804705 -1.882987 -1.958795 -2.032042 -2.102645 -2.170523 -2.235599 -2.297798 -2.357050 -2.413287 -2.466445 -2.516462 -2.563283 -2.606853 -2.647123 -2.684047 -2.717582 -2.747691 -2.774340 -2.797496 -2.817135 -2.833235 -2.845776 -2.854744 -2.860128 -2.861924 -2.860128 -2.854744 -2.845776 -2.833235 -2.817135 -2.797496 -2.774340 -2.747691 -2.717582 -2.684047 -2.647123 -2.606853 -2.563283 -2.516462 -2.466445 -2.413287 -2.357050 -2.297798 -2.235599 -2.170523 -2.102645 -2.032042 -1.958795 -1.882987 -1.804705 -1.724038 -1.641079 -1.555922 -1.468663 -1.379403 -1.288244 -1.195289 -1.100645 -1.004419 -0.906722 -0.807665 -0.707361 -0.605924 -0.503470 -0.400117 -0.295980 -0.191181 -0.085839 0.019927 0.125996 0.232247 0.338558 0.444807 0.550875 0.656640 0.761982 0.866779 0.970912 1.074264 1.176715 1.278148 1.378449 1.477503 1.575196 1.671417 1.766056 1.859006 1.950161 2.039416 2.126669 2.211821 2.294775 2.375436 2.453712 2.529514 2.602756 2.673353 2.741226 2.806296 2.868490 2.927736 2.983968 3.037120 3.087133 3.133949 3.177514 3.217780 3.254701 3.288232 3.318338 3.344983 3.368138 3.387775 3.403872 3.416411 3.425379 3.430763 3.432558 
3.282371 3.280666 3.275552 3.267036 3.255126 3.239837 3.221186 3.199194 3.173887 3.145293 3.113444 3.078378 3.040134 2.998756 2.954291 2.906789 2.856305 2.802897 2.746625 2.687554 2.625751 2.561286 2.494233 2.424669 2.352673 2.278327 2.201715 2.122926 2.042049 1.959176 1.874403 1.787824 1.699540 1.609652 1.518261 1.425472 1.331392 1.236126 1.139785 1.042477 0.944314 0.845408 0.745871 0.645819 0.545363 0.444619 0.343703 0.242729 0.141812 0.041067 -0.059389 -0.159444 -0.258982 -0.357890 -0.456056 -0.553367 -0.649712 -0.744981 -0.839066 -0.931858 -1.023254 -1.113147 -1.201436 -1.288019 -1.372798 -1.455676 -1.536559 -1.615355 -1.691972 -1.766324 -1.838327 -1.907897 -1.974956 -2.039427 -2.101236 -2.160313 -2.216591 -2.270005 -2.320494 -2.368000 -2.412471 -2.453854 -2.492102 -2.527172 -2.559025 -2.587623 -2.612933 -2.634928 -2.653581 -2.668872 -2.680783 -2.689301 -2.694415 -2.696120 -2.694415 -2.689301 -2.680783 -2.668872 -2.653581 -2.634928 -2.612933 -2.587623 -2.559025 -2.527172 -2.492102 -2.453854 -2.412471 -2.368000 -2.320494 -2.270005 -2.216591 -2.160313 -2.101236 -2.039427 -1.974956 -1.907897 -1.838327 -1.766324 -1.691972 -1.615355 -1.536559 -1.455676 -1.372798 -1.288019 -1.201436 -1.113147 -1.023254 -0.931858 -0.839066 -0.744981 -0.649712 -0.553367 -0.456056 -0.357890 -0.258982 -0.159444 -0.059389 0.041067 0.141812 0.242729 0.343703 0.444619 0.545363 0.645819 0.745871 0.845408 0.944314 1.042477 1.139785 1.236126 1.331392 1.425472 1.518261 1.609652 1.699540 1.787824 1.874403 1.959176 2.042049 2.122926 2.201715 2.278327 2.352673 2.424669 2.494233 2.561286 2.625751 2.687554 2.746625 2.802897 2.856305 2.906789 2.954291 2.998756 3.040134 3.078378 3.113444 3.145293 3.173887 3.199194 3.221186 3.239837 3.255126 3.267036 3.275552 3.280666 3.282371 
