0.003956 0.004012 0.004096 0.004231 0.004412 0.004637 0.004905 0.005218 0.005576 0.005981 0.006436 0.006945 0.007512 0.008141 0.008839 0.009612 0.010466 0.011412 0.012457 0.013613 0.014893 0.016311 0.017884 0.019631 0.021576 0.023746 0.026176 0.028905 0.031987 0.035486 0.039487 0.044104 0.049493 0.055877 0.063592 0.073169 0.085533 0.102441 0.127659 0.251433 0.237081 0.097259 0.065013 0.041361 0.022679 0.007203 -0.006029 -0.017594 -0.027861 -0.037084 -0.045442 -0.053069 -0.060067 -0.066515 -0.072475 -0.078000 -0.083130 -0.087900 -0.092340 -0.096474 -0.100323 -0.103905 -0.107237 -0.110331 -0.113199 -0.115853 -0.118300 -0.120550 -0.122609 -0.124483 -0.126178 -0.127699 -0.129049 -0.130232 -0.131252 -0.132111 -0.132810 -0.133353 -0.133739 -0.133971 -0.134048 -0.133971 -0.133739 -0.133353 -0.132810 -0.132111 -0.131252 -0.130232 -0.129049 -0.127699 -0.126178 -0.124483 -0.122609 -0.120550 -0.118300 -0.115853 -0.113199 -0.110331 -0.107237 -0.103905 -0.100323 -0.096474 -0.092340 -0.087900 -0.083130 -0.078000 -0.072475 -0.066515 -0.060067 -0.053069 -0.045442 -0.037084 -0.027861 -0.017594 -0.006029 0.007203 0.022679 0.041361 0.065013 0.097259 0.237081 0.251433 0.127659 0.102441 0.085533 0.073169 0.063592 0.055877 0.049493 0.044104 0.039487 0.035486 0.031987 0.028905 0.026176 0.023746 0.021576 0.019631 0.017884 0.016311 0.014893 0.013613 0.012457 0.011412 0.010466 0.009612 0.008839 0.008141 0.007512 0.006945 0.006436 0.005981 0.005576 0.005218 0.004905 0.004637 0.004412 0.004231 0.004096 0.004012 0.003956 
0.003956 0.004012 0.004096 0.004231 0.004412 0.004637 0.004905 0.005218 0.005576 0.005981 0.006436 0.006945 0.007512 0.008141 0.008839 0.009612 0.010466 0.011412 0.012457 0.013613 0.014893 0.016311 0.017884 0.019631 0.021576 0.023746 0.026176 0.028905 0.031987 0.035486 0.039487 0.044104 0.049493 0.055878 0.063592 0.073170 0.085534 0.102443 0.127665 0.170186 0.160419 0.106337 0.072758 0.048405 0.029306 0.013557 0.000132 -0.011575 -0.021951 -0.031259 -0.039687 -0.047372 -0.054419 -0.060907 -0.066903 -0.072458 -0.077615 -0.082408 -0.086869 -0.091021 -0.094886 -0.098483 -0.101828 -0.104934 -0.107813 -0.110476 -0.112932 -0.115190 -0.117255 -0.119136 -0.120836 -0.122361 -0.123715 -0.124903 -0.125925 -0.126787 -0.127488 -0.128032 -0.128420 -0.128652 -0.128730 -0.128652 -0.128420 -0.128032 -0.127488 -0.126787 -0.125925 -0.124903 -0.123715 -0.122361 -0.120836 -0.119136 -0.117255 -0.115190 -0.112932 -0.110476 -0.107813 -0.104934 -0.101828 -0.098483 -0.094886 -0.091021 -0.086869 -0.082408 -0.077615 -0.072458 -0.066903 -0.060907 -0.054419 -0.047372 -0.039687 -0.031259 -0.021951 -0.011575 0.000132 0.013557 0.029306 0.048405 0.072758 0.106337 0.160419 0.170186 0.127665 0.102443 0.085534 0.073170 0.063592 0.055878 0.049493 0.044104 0.039487 0.035486 0.031987 0.028905 0.026176 0.023746 0.021576 0.019631 0.017884 0.016311 0.014893 0.013613 0.012457 0.011412 0.010466 0.009612 0.008839 0.008141 0.007512 0.006945 0.006436 0.005981 0.005576 0.005218 0.004905 0.004637 0.004412 0.004231 0.004096 0.004012 0.003956 
0.003955 0.004011 0.004096 0.004230 0.004411 0.004636 0.004904 0.005217 0.005574 0.005979 0.006434 0.006942 0.007508 0.008137 0.008833 0.009604 0.010458 0.011401 0.012444 0.013597 0.014872 0.016285 0.017850 0.019589 0.021522 0.023677 0.026086 0.028788 0.031833 0.035280 0.039208 0.043718 0.048945 0.055072 0.062354 0.071144 0.081916 0.095173 0.110817 0.125169 0.118591 0.093508 0.069816 0.049451 0.032176 0.017361 0.004463 -0.006924 -0.017095 -0.026266 -0.034598 -0.042214 -0.049209 -0.055660 -0.061628 -0.067160 -0.072300 -0.077080 -0.081530 -0.085673 -0.089532 -0.093124 -0.096464 -0.099566 -0.102442 -0.105103 -0.107557 -0.109813 -0.111877 -0.113757 -0.115456 -0.116981 -0.118335 -0.119521 -0.120544 -0.121405 -0.122106 -0.122650 -0.123038 -0.123270 -0.123347 -0.123270 -0.123038 -0.122650 -0.122106 -0.121405 -0.120544 -0.119521 -0.118335 -0.116981 -0.115456 -0.113757 -0.111877 -0.109813 -0.107557 -0.105103 -0.102442 -0.099566 -0.096464 -0.093124 -0.089532 -0.085673 -0.081530 -0.077080 -0.072300 -0.067160 -0.061628 -0.055660 -0.049209 -0.042214 -0.034598 -0.026266 -0.017095 -0.006924 0.004463 0.017361 0.032176 0.049451 0.069816 0.093508 0.118591 0.125169 0.110817 0.095173 0.081916 0.071144 0.062354 0.055072 0.048945 0.043718 0.039208 0.035280 0.031833 0.028788 0.026086 0.023677 0.021522 0.019589 0.017850 0.016285 0.014872 0.013597 0.012444 0.011401 0.010458 0.009604 0.008833 0.008137 0.007508 0.006942 0.006434 0.005979 0.005574 0.005217 0.004904 0.004636 0.004411 0.004230 0.004096 0.004011 0.003955 
0.003954 0.004010 0.004094 0.004229 0.004409 0.004634 0.004902 0.005214 0.005571 0.005975 0.006428 0.006936 0.007500 0.008127 0.008821 0.009589 0.010439 0.011378 0.012415 0.013560 0.014827 0.016228 0.017779 0.019498 0.021406 0.023528 0.025894 0.028539 0.031506 0.034846 0.038622 0.042913 0.047815 0.053441 0.059919 0.067356 0.075756 0.084755 0.093037 0.097291 0.091945 0.078094 0.062150 0.046465 0.031970 0.018853 0.007035 -0.003636 -0.013312 -0.022130 -0.030202 -0.037622 -0.044467 -0.050799 -0.056672 -0.062129 -0.067206 -0.071934 -0.076341 -0.080448 -0.084276 -0.087842 -0.091159 -0.094242 -0.097102 -0.099748 -0.102190 -0.104435 -0.106490 -0.108361 -0.110053 -0.111572 -0.112920 -0.114102 -0.115121 -0.115979 -0.116678 -0.117220 -0.117606 -0.117837 -0.117914 -0.117837 -0.117606 -0.117220 -0.116678 -0.115979 -0.115121 -0.114102 -0.112920 -0.111572 -0.110053 -0.108361 -0.106490 -0.104435 -0.102190 -0.099748 -0.097102 -0.094242 -0.091159 -0.087842 -0.084276 -0.080448 -0.076341 -0.071934 -0.067206 -0.062129 -0.056672 -0.050799 -0.044467 -0.037622 -0.030202 -0.022130 -0.013312 -0.003636 0.007035 0.018853 0.031970 0.046465 0.062150 0.078094 0.091945 0.097291 0.093037 0.084755 0.075756 0.067356 0.059919 0.053441 0.047815 0.042913 0.038622 0.034846 0.031506 0.028539 0.025894 0.023528 0.021406 0.019498 0.017779 0.016228 0.014827 0.013560 0.012415 0.011378 0.010439 0.009589 0.008821 0.008127 0.007500 0.006936 0.006428 0.005975 0.005571 0.005214 0.004902 0.004634 0.004409 0.004229 0.004094 0.004010 0.003954 
0.003952 0.004008 0.004092 0.004226 0.004406 0.004631 0.004898 0.005209 0.005565 0.005968 0.006420 0.006925 0.007487 0.008111 0.008802 0.009565 0.010409 0.011340 0.012368 0.013502 0.014754 0.016137 0.017664 0.019352 0.021221 0.023293 0.025591 0.028147 0.030993 0.034168 0.037716 0.041685 0.046119 0.051057 0.056496 0.062350 0.068346 0.073854 0.077685 0.078072 0.073466 0.064454 0.053340 0.041459 0.029711 0.018527 0.008074 -0.001618 -0.010579 -0.018864 -0.026530 -0.033636 -0.040233 -0.046367 -0.052079 -0.057403 -0.062370 -0.067007 -0.071336 -0.075378 -0.079149 -0.082666 -0.085942 -0.088988 -0.091816 -0.094435 -0.096852 -0.099076 -0.101112 -0.102967 -0.104645 -0.106151 -0.107489 -0.108662 -0.109674 -0.110525 -0.111219 -0.111757 -0.112141 -0.112371 -0.112447 -0.112371 -0.112141 -0.111757 -0.111219 -0.110525 -0.109674 -0.108662 -0.107489 -0.106151 -0.104645 -0.102967 -0.101112 -0.099076 -0.096852 -0.094435 -0.091816 -0.088988 -0.085942 -0.082666 -0.079149 -0.075378 -0.071336 -0.067007 -0.062370 -0.057403 -0.052079 -0.046367 -0.040233 -0.033636 -0.026530 -0.018864 -0.010579 -0.001618 0.008074 0.018527 0.029711 0.041459 0.053340 0.064454 0.073466 0.078072 0.077685 0.073854 0.068346 0.062350 0.056496 0.051057 0.046119 0.041685 0.037716 0.034168 0.030993 0.028147 0.025591 0.023293 0.021221 0.019352 0.017664 0.016137 0.014754 0.013502 0.012368 0.011340 0.010409 0.009565 0.008802 0.008111 0.007487 0.006925 0.006420 0.005968 0.005565 0.005209 0.004898 0.004631 0.004406 0.004226 0.004092 0.004008 0.003952 
0.003949 0.004005 0.004089 0.004223 0.004402 0.004626 0.004892 0.005202 0.005557 0.005958 0.006408 0.006910 0.007469 0.008088 0.008774 0.009531 0.010366 0.011287 0.012302 0.013420 0.014651 0.016007 0.017501 0.019148 0.020962 0.022962 0.025168 0.027602 0.030286 0.033242 0.036493 0.040052 0.043917 0.048056 0.052377 0.056686 0.060630 0.063642 0.064949 0.063755 0.059691 0.053090 0.044903 0.035778 0.026334 0.016975 0.007935 -0.000669 -0.008789 -0.016418 -0.023567 -0.030260 -0.036525 -0.042387 -0.047875 -0.053014 -0.057825 -0.062329 -0.066546 -0.070491 -0.074179 -0.077624 -0.080837 -0.083829 -0.086609 -0.089186 -0.091566 -0.093758 -0.095766 -0.097596 -0.099252 -0.100739 -0.102061 -0.103220 -0.104220 -0.105061 -0.105748 -0.106280 -0.106659 -0.106886 -0.106962 -0.106886 -0.106659 -0.106280 -0.105748 -0.105061 -0.104220 -0.103220 -0.102061 -0.100739 -0.099252 -0.097596 -0.095766 -0.093758 -0.091566 -0.089186 -0.086609 -0.083829 -0.080837 -0.077624 -0.074179 -0.070491 -0.066546 -0.062329 -0.057825 -0.053014 -0.047875 -0.042387 -0.036525 -0.030260 -0.023567 -0.016418 -0.008789 -0.000669 0.007935 0.016975 0.026334 0.035778 0.044903 0.053090 0.059691 0.063755 0.064949 0.063642 0.060630 0.056686 0.052377 0.048056 0.043917 0.040052 0.036493 0.033242 0.030286 0.027602 0.025168 0.022962 0.020962 0.019148 0.017501 0.016007 0.014651 0.013420 0.012302 0.011287 0.010366 0.009531 0.008774 0.008088 0.007469 0.006910 0.006408 0.005958 0.005557 0.005202 0.004892 0.004626 0.004402 0.004223 0.004089 0.004005 0.003949 
0.003945 0.004001 0.004085 0.004218 0.004397 0.004619 0.004885 0.005193 0.005546 0.005944 0.006392 0.006890 0.007445 0.008058 0.008737 0.009485 0.010309 0.011216 0.012214 0.013311 0.014515 0.015837 0.017287 0.018878 0.020622 0.022531 0.024619 0.026900 0.029382 0.032073 0.034972 0.038061 0.041301 0.044611 0.047854 0.050808 0.053157 0.054494 0.054389 0.052531 0.048897 0.043679 0.037331 0.030143 0.022502 0.014711 0.006984 -0.000541 -0.007780 -0.014692 -0.021255 -0.027467 -0.033333 -0.038864 -0.044075 -0.048979 -0.053591 -0.057925 -0.061995 -0.065814 -0.069393 -0.072742 -0.075871 -0.078790 -0.081505 -0.084025 -0.086356 -0.088503 -0.090472 -0.092268 -0.093895 -0.095356 -0.096655 -0.097795 -0.098778 -0.099606 -0.100282 -0.100805 -0.101179 -0.101403 -0.101477 -0.101403 -0.101179 -0.100805 -0.100282 -0.099606 -0.098778 -0.097795 -0.096655 -0.095356 -0.093895 -0.092268 -0.090472 -0.088503 -0.086356 -0.084025 -0.081505 -0.078790 -0.075871 -0.072742 -0.069393 -0.065814 -0.061995 -0.057925 -0.053591 -0.048979 -0.044075 -0.038864 -0.033333 -0.027467 -0.021255 -0.014692 -0.007780 -0.000541 0.006984 0.014711 0.022502 0.030143 0.037331 0.043679 0.048897 0.052531 0.054389 0.054494 0.053157 0.050808 0.047854 0.044611 0.041301 0.038061 0.034972 0.032073 0.029382 0.026900 0.024619 0.022531 0.020622 0.018878 0.017287 0.015837 0.014515 0.013311 0.012214 0.011216 0.010309 0.009485 0.008737 0.008058 0.007445 0.006890 0.006392 0.005944 0.005546 0.005193 0.004885 0.004619 0.004397 0.004218 0.004085 0.004001 0.003945 
0.003940 0.003995 0.004079 0.004212 0.004390 0.004611 0.004875 0.005182 0.005532 0.005927 0.006371 0.006865 0.007413 0.008020 0.008689 0.009426 0.010237 0.011126 0.012102 0.013172 0.014342 0.015621 0.017017 0.018540 0.020196 0.021995 0.023942 0.026040 0.028288 0.030677 0.033186 0.035775 0.038378 0.040893 0.043172 0.045019 0.046192 0.046439 0.045549 0.043428 0.040151 0.035826 0.030698 0.024884 0.018620 0.012114 0.005536 -0.000990 -0.007374 -0.013559 -0.019508 -0.025200 -0.030625 -0.035782 -0.040673 -0.045303 -0.049679 -0.053809 -0.057702 -0.061366 -0.064810 -0.068040 -0.071066 -0.073892 -0.076527 -0.078975 -0.081242 -0.083333 -0.085253 -0.087005 -0.088594 -0.090022 -0.091292 -0.092407 -0.093369 -0.094180 -0.094841 -0.095354 -0.095720 -0.095939 -0.096012 -0.095939 -0.095720 -0.095354 -0.094841 -0.094180 -0.093369 -0.092407 -0.091292 -0.090022 -0.088594 -0.087005 -0.085253 -0.083333 -0.081242 -0.078975 -0.076527 -0.073892 -0.071066 -0.068040 -0.064810 -0.061366 -0.057702 -0.053809 -0.049679 -0.045303 -0.040673 -0.035782 -0.030625 -0.025200 -0.019508 -0.013559 -0.007374 -0.000990 0.005536 0.012114 0.018620 0.024884 0.030698 0.035826 0.040151 0.043428 0.045549 0.046439 0.046192 0.045019 0.043172 0.040893 0.038378 0.035775 0.033186 0.030677 0.028288 0.026040 0.023942 0.021995 0.020196 0.018540 0.017017 0.015621 0.014342 0.013172 0.012102 0.011126 0.010237 0.009426 0.008689 0.008020 0.007413 0.006865 0.006371 0.005927 0.005532 0.005182 0.004875 0.004611 0.004390 0.004212 0.004079 0.003995 0.003940 
0.003934 0.003989 0.004072 0.004204 0.004381 0.004601 0.004863 0.005167 0.005514 0.005906 0.006345 0.006833 0.007374 0.007972 0.008630 0.009353 0.010146 0.011015 0.011964 0.013000 0.014129 0.015356 0.016688 0.018129 0.019683 0.021353 0.023137 0.025029 0.027018 0.029081 0.031182 0.033267 0.035259 0.037054 0.038519 0.039500 0.039837 0.039388 0.038069 0.035877 0.032904 0.029209 0.024938 0.020125 0.014912 0.009440 0.003834 -0.001806 -0.007400 -0.012887 -0.018227 -0.023388 -0.028352 -0.033109 -0.037651 -0.041977 -0.046088 -0.049987 -0.053676 -0.057161 -0.060447 -0.063538 -0.066440 -0.069157 -0.071694 -0.074056 -0.076247 -0.078270 -0.080130 -0.081829 -0.083371 -0.084758 -0.085993 -0.087077 -0.088013 -0.088803 -0.089447 -0.089947 -0.090303 -0.090517 -0.090588 -0.090517 -0.090303 -0.089947 -0.089447 -0.088803 -0.088013 -0.087077 -0.085993 -0.084758 -0.083371 -0.081829 -0.080130 -0.078270 -0.076247 -0.074056 -0.071694 -0.069157 -0.066440 -0.063538 -0.060447 -0.057161 -0.053676 -0.049987 -0.046088 -0.041977 -0.037651 -0.033109 -0.028352 -0.023388 -0.018227 -0.012887 -0.007400 -0.001806 0.003834 0.009440 0.014912 0.020125 0.024938 0.029209 0.032904 0.035877 0.038069 0.039388 0.039837 0.039500 0.038519 0.037054 0.035259 0.033267 0.031182 0.029081 0.027018 0.025029 0.023137 0.021353 0.019683 0.018129 0.016688 0.015356 0.014129 0.013000 0.011964 0.011015 0.010146 0.009353 0.008630 0.007972 0.007374 0.006833 0.006345 0.005906 0.005514 0.005167 0.004863 0.004601 0.004381 0.004204 0.004072 0.003989 0.003934 
0.003926 0.003981 0.004063 0.004194 0.004370 0.004588 0.004848 0.005149 0.005493 0.005880 0.006313 0.006795 0.007327 0.007914 0.008558 0.009265 0.010038 0.010880 0.011798 0.012795 0.013875 0.015041 0.016297 0.017644 0.019082 0.020606 0.022209 0.023877 0.025590 0.027316 0.029010 0.030612 0.032045 0.033217 0.034021 0.034350 0.034106 0.033224 0.031682 0.029514 0.026808 0.023589 0.019951 0.015888 0.011488 0.006846 0.002049 -0.002826 -0.007710 -0.012552 -0.017310 -0.021951 -0.026454 -0.030800 -0.034979 -0.038983 -0.042809 -0.046455 -0.049921 -0.053207 -0.056315 -0.059248 -0.062010 -0.064601 -0.067027 -0.069289 -0.071390 -0.073334 -0.075123 -0.076760 -0.078247 -0.079586 -0.080778 -0.081826 -0.082732 -0.083496 -0.084120 -0.084604 -0.084949 -0.085156 -0.085225 -0.085156 -0.084949 -0.084604 -0.084120 -0.083496 -0.082732 -0.081826 -0.080778 -0.079586 -0.078247 -0.076760 -0.075123 -0.073334 -0.071390 -0.069289 -0.067027 -0.064601 -0.062010 -0.059248 -0.056315 -0.053207 -0.049921 -0.046455 -0.042809 -0.038983 -0.034979 -0.030800 -0.026454 -0.021951 -0.017310 -0.012552 -0.007710 -0.002826 0.002049 0.006846 0.011488 0.015888 0.019951 0.023589 0.026808 0.029514 0.031682 0.033224 0.034106 0.034350 0.034021 0.033217 0.032045 0.030612 0.029010 0.027316 0.025590 0.023877 0.022209 0.020606 0.019082 0.017644 0.016297 0.015041 0.013875 0.012795 0.011798 0.010880 0.010038 0.009265 0.008558 0.007914 0.007327 0.006795 0.006313 0.005880 0.005493 0.005149 0.004848 0.004588 0.004370 0.004194 0.004063 0.003981 0.003926 
