1.000000 0.975528 0.904508 0.793893 0.654508 0.500000 0.345492 0.206107 0.095492 0.024472 0.000000 0.024472 0.095492 0.206107 0.345492 0.500000 0.654508 0.793893 0.904508 0.975528 1.000000 
112458894545798989611008.000000 -45028607310989504278429696.000000 -3403022215441.428711 -61733285243778.343750 -3618052324250.787109 -63554121599769.562500 58100930379151305328295936.000000 -59183178101732661002240.000000 45.586929 -1573102429237405766290370651144323072.000000 42.949948 -8029341138976081920.000000 -52350997823440520.000000 -2297635718927763200.000000 3646108294588899262464.000000 2775464905985565184.000000 -420966142327502602240.000000 481789139311363328.000000 -25935258647660875344773120.000000 360978757435145088.000000 112458894545798989611008.000000 
76382750717294631976960.000000 -93967431239767518942855168.000000 -6858748467508.397461 -133153463679400.015625 -7318678111300.184570 -134913292014679.828125 26725722401084623604940800.000000 -120121788604369439031296.000000 22.413444 -3164995946902878805672633985402929152.000000 15.766018 -17090258701680193536.000000 -105704563875850192.000000 -5501668890623304704.000000 3255709151511415619584.000000 1385456626309614848.000000 -982849274674343182336.000000 441114763389505472.000000 -84029171626668903419084800.000000 332639737278454144.000000 76382750717294631976960.000000 
16018760792922107412480.000000 -143544957363727265045676032.000000 -10354697152242.986328 -205649474597999.281250 -11076542492845.214844 -207339636496014.312500 -19267944736518213048729600.000000 -181333127676100251484160.000000 -16.548884 -4765076788949548212654751047686815744.000000 -24.035455 -26319287007198916608.000000 -159221991078460768.000000 -8853461134617875456.000000 2205137671746198962176.000000 -685780781147520384.000000 -1567684685251117842432.000000 315618132462668608.000000 -147355436280897508674109440.000000 240843538046491328.000000 16018760792922107412480.000000 
-42533017087621717819392.000000 -193074242692183608235393024.000000 -13842601005963.738281 -278069676334169.437500 -14818969315896.500000 -279692686137165.031250 -64156711217050201784057856.000000 -242524436961091475472384.000000 -47.359652 -6367566775362214582173984666295468032.000000 -55.065401 -35535742191901614080.000000 -212727115435800320.000000 -12194198417439436800.000000 1204307224691496452096.000000 -2705824370901490688.000000 -2150801604681388523520.000000 196498043257520064.000000 -210288810758350177069694976.000000 153830810325480640.000000 -42533017087621717819392.000000 
-93634793215472156278784.000000 -242400717915088575906447360.000000 -17259342999913.330078 -350193082407688.437500 -18494944205078.660156 -351747505096642.437500 -104385079661861822449844224.000000 -303632562702502936444928.000000 -68.009827 -7968146951097576997308542736087908352.000000 -75.837034 -44699743357812924416.000000 -266180913775930304.000000 -15488818166694121472.000000 411167553999178825728.000000 -4512350521594565120.000000 -2726751959193641025536.000000 104055560149390928.000000 -271569899880137316561321984.000000 86822430068578800.000000 -93634793215472156278784.000000 
-120869738647086052671488.000000 -291059660721609395952156672.000000 -20240961973330.042969 -421398393784732.062500 -21949969777484.945312 -422823202455763.062500 -129193814349059339902255104.000000 -364462075875704302469120.000000 -72.353909 -9543385091236717779572898721051967488.000000 -79.384864 -53692254638258454528.000000 -319467080696525248.000000 -18632720188359806976.000000 299794728795965030400.000000 -5622148480648301568.000000 -3279266448368865378304.000000 100607001782403328.000000 -327398681485258526012997632.000000 86233934374653120.000000 -120869738647086052671488.000000 
-157474118366387440189440.000000 -340093776987723116186697728.000000 -23563794936078.515625 -492898009417964.375000 -25581518502505.730469 -494240016883004.375000 -160958548271521999672573952.000000 -425466086173525766307840.000000 -86.592885 -11149573589239040138292635494932021248.000000 -92.657438 -62753764403752304640.000000 -372822565147222144.000000 -21837513901544198144.000000 -125088249152741720064.000000 -7030869145721703424.000000 -3841399190020406378496.000000 56806948548963216.000000 -385408386819061411659907072.000000 54794594218729432.000000 -157474118366387440189440.000000 
-202684320220642912763904.000000 -389690065388379026879414272.000000 -27432371424258.945312 -564598670965920.500000 -29361271153922.804688 -565980204311482.125000 -199535139431747256850579456.000000 -486713413410771586514944.000000 -109.354685 -12807951295609210396813546053798199296.000000 -113.932595 -71882307422388912128.000000 -426244935304590720.000000 -25101348706596081664.000000 -839211716707027517440.000000 -8722219457062690816.000000 -4412927547968486113280.000000 -26216108913116268.000000 -445588133872516274671583232.000000 -5773024039830488.000000 -202684320220642912763904.000000 
-242325753226817540456448.000000 -438587756836631998625742848.000000 -30759232127325.757812 -635691862997304.750000 -32090998694576.765625 -637401946122896.500000 -233215549835664796810215424.000000 -547650865656865948172288.000000 -126.192905 -14426436243436191121083557890213543936.000000 -129.318910 -80951794686286659584.000000 -479610529667104128.000000 -28314036903404666880.000000 -1408152213722605289472.000000 -10216809600482220032.000000 -4975586780562935775232.000000 -86220133677630480.000000 -503899240283091254229598208.000000 -51507089785946064.000000 -242325753226817540456448.000000 
