1.000000 0.998834 0.995343 0.989542 0.981459 0.971130 0.958606 0.943943 0.927210 0.908485 0.887856 0.865418 0.841277 0.815544 0.788340 0.759792 0.730033 0.699201 0.667440 0.634898 0.601728 0.568083 0.534121 0.500000 0.465879 0.431917 0.398272 0.365102 0.332560 0.300799 0.269967 0.240208 0.211660 0.184456 0.158723 0.134582 0.112144 0.091515 0.072790 0.056057 0.041394 0.028870 0.018541 0.010458 0.004657 0.001166 0.000000 0.001166 0.004657 0.010458 0.018541 0.028870 0.041394 0.056057 0.072790 0.091515 0.112144 0.134582 0.158723 0.184456 0.211660 0.240208 0.269967 0.300799 0.332560 0.365102 0.398272 0.431917 0.465879 0.500000 0.534121 0.568083 0.601728 0.634898 0.667440 0.699201 0.730033 0.759792 0.788340 0.815544 0.841277 0.865418 0.887856 0.908485 0.927210 0.943943 0.958606 0.971130 0.981459 0.989542 0.995343 0.998834 1.000000 
-291402655778818435974757211874424736237858721083185692672.000000 1998.825192 1969314171648375.500000 -1422.648526 2437.310668 2.224043 -8375931078118164859453440.000000 7.061393 570.735085 -695.944125 8891.120196 -841.068656 4038.058039 -362.978169 -457.046428 -16.247140 176.834309 -64.160577 299.891065 -764.177255 194.000267 -46.675540 103.105929 -54.330675 79.733222 -31.332643 42.476129 -12.526533 -27.621093 63.707412 -86.253136 94.592515 -73.885317 44.842825 -27.177071 -13.348132 -6.681534 175.474351 -185036.718062 472.123290 -965.188653 7156.504817 -141027.981720 20736638.403994 -97.845664 -595.127798 28649897026033392.000000 -5813.547786 520.724363 1529.899750 -1748661119402262677141061632.000000 3969.670742 -2413.194591 1498.973189 -11910.556738 162.981882 15.415864 -53.284926 53.457295 -76.874880 84.293690 -88.884067 95.038448 -67.022585 36.942525 -33.089664 20.797731 -75.195453 58.665914 -68.663653 38.788834 37.463231 -6.827886 54.032545 46.330125 -321.613317 128.656797 -45.567779 -199.157204 -82.750761 -189.367505 446.414049 254.993323 -101.890777 623.820092 -959.938737 53374777471.894012 -14302.078287 536.958439 -791075060077693405701430140783243663769600.000000 3420.778746 983.410862 -291402655778818435974757211874424736237858721083185692672.000000 
-578548569716154051416093024514665663375424681664097288192.000000 2071.979967 1840602441308349.000000 -374.449392 2790.297313 -0.162787 -7561255106484621654622208.000000 8.180077 550.036268 -1269.726438 17758.149891 -1502.760237 7448.145468 -502.776399 -399.082908 -11.283879 340.833010 -114.698389 583.008103 -1704.585581 373.760005 -90.081179 188.633269 -131.487219 141.997978 -59.378166 70.055951 -18.270351 -42.694839 112.800552 -165.275264 186.599188 -150.305560 82.349798 -53.359286 -25.165045 -20.918585 186.867665 -281325.710472 534.740876 -1240.560256 7354.207896 -208537.801145 21887454.537227 -117.704501 -687.583907 35595342778836932.000000 -6899.746931 541.233593 1599.102886 -3459820228461002597213405184.000000 4326.103764 -3210.051636 1665.718620 -21262.884084 171.246714 24.192659 -98.682960 98.868022 -147.047881 151.421906 -169.462437 176.965715 -116.730817 57.090925 -57.710549 37.800506 -146.852059 104.275386 -117.934329 61.548148 54.076516 -23.755433 74.858712 92.679636 -661.923558 262.042641 -66.919438 -159.014765 -72.676993 -273.450872 901.475682 329.465287 -167.031290 921.362916 -1032.609530 101096688442.774582 -16185.486593 532.506162 -1581644637116361339308936482458820772102144.000000 -1596.965507 945.423011 -578548569716154051416093024514665663375424681664097288192.000000 
-861937823988028756317619368576491929933146640398040432640.000000 1760.894798 1698919261668434.000000 331.508959 2670.226874 1.242863 -6695933019384252662284288.000000 12.981677 507.956129 -1804.647677 26631.268031 -2060.262177 6975.834412 -571.100556 -321.553748 -6.346527 467.945086 -155.222000 771.374359 -2313.894337 459.259984 -114.896700 233.483731 -229.087865 187.072558 -74.856756 82.671263 -19.213268 -47.062859 134.533616 -232.302756 265.650501 -225.266150 108.576621 -76.948280 -33.557368 -34.504718 171.948920 -348855.170361 527.397496 -1442.753647 6775.049948 -256766.634975 20601645.909394 -126.116165 -706.769753 35604593235935992.000000 -7092.099237 527.298215 1399.801788 -5139438312820908893891723264.000000 3905.785269 -3768.814979 1671.554103 -29847.817407 158.114251 34.516273 -132.845994 130.005370 -204.322442 193.620260 -237.634304 241.614337 -143.698401 64.234792 -70.290863 52.696369 -210.016212 140.201267 -139.634085 72.881078 59.654601 -33.526471 80.065691 137.086186 -1039.400656 396.854045 -84.925061 -121.306787 -58.071045 -330.356021 1354.715558 288.297363 -215.751126 1210.610065 -929.100915 145290985448.895386 -15607.202392 473.480992 -2370114510722697754618117204992727615275008.000000 -3631.409016 739.183749 -861937823988028756317619368576491929933146640398040432640.000000 
-1141280809958669729451736008169844429276402014795128111104.000000 1407.598135 1551402605524040.750000 671.060843 2412.385911 6.387416 -5811386787637416685469696.000000 21.498491 465.458521 -2305.819011 35514.825731 -2552.074540 6577.692225 -614.790594 -243.684435 -1.451076 513.077724 -184.704037 890.077254 -2512.990598 478.982366 -123.295719 251.275926 -357.258878 223.872739 -87.484797 86.347444 -18.361414 -46.207142 139.918914 -303.246970 345.941227 -312.958319 129.450311 -101.968366 -39.440740 -45.351550 153.723409 -396810.069898 517.559043 -1639.690888 6204.740923 -298603.022323 19196084.367507 -132.824193 -713.999738 34493325058959756.000000 -7124.315302 514.947766 1175.211297 -6783516957571704632853397504.000000 3355.126354 -4272.278715 1676.142496 -37987.977088 142.156391 48.462423 -160.168954 152.310172 -256.878685 219.655088 -304.064676 300.400950 -156.946581 64.314111 -74.664271 68.932860 -276.502721 179.490398 -146.800301 81.937943 60.076384 -38.863972 78.295926 184.565360 -1471.804304 539.628943 -100.228067 -98.120869 -43.691428 -378.073149 1802.141259 177.247160 -250.770416 1498.840189 -798.190770 186855599690.160889 -14308.439680 407.911851 -3151718483420497548200174444593935873474560.000000 -4209.979620 545.586579 -1141280809958669729451736008169844429276402014795128111104.000000 
-1415774371639956163888134878858967092171135773755857436672.000000 1111.576373 1400612530740390.750000 609.161180 2135.169439 14.978089 -4935031875648917650538496.000000 33.605370 423.212633 -2769.364202 44402.924422 -2983.057832 6184.340001 -638.176126 -167.047319 3.599677 521.106227 -204.705667 979.499989 -2440.236109 471.048619 -122.958614 256.550013 -529.274233 258.793086 -104.396663 85.046822 -17.505072 -43.734515 137.580295 -392.522845 440.460689 -429.003752 150.133989 -133.339594 -43.799299 -53.183234 136.312507 -427584.910979 506.106633 -1840.550097 5714.881965 -338437.580689 17777214.983607 -139.965015 -720.727837 33365012284256204.000000 -7148.832378 503.828123 982.569091 -8384645344963116885686091776.000000 2850.499122 -4760.546060 1672.293399 -45762.359008 126.813299 66.581060 -185.518499 172.649559 -313.650476 239.180096 -379.393370 364.509336 -164.930437 61.257431 -73.855530 88.818973 -355.374091 232.164938 -146.721122 95.783240 58.071724 -43.595452 73.136848 238.757818 -1990.881968 699.375413 -111.809481 -79.604637 -29.869971 -419.118723 2224.022028 32.942786 -273.525898 1785.704613 -681.088598 226392518307.626953 -12845.277914 350.463176 -3912350020105538611315910452367700910931968.000000 -4032.649040 402.921111 -1415774371639956163888134878858967092171135773755857436672.000000 
-1684031656715796496051814197186669687669111985283235053568.000000 888.079233 1247779407062188.750000 101.995703 1881.796400 26.664319 -4085896372792103142424576.000000 48.852318 380.933879 -3178.156772 53250.006139 -3338.267762 5776.889771 -646.406227 -92.200284 8.755297 515.322630 -218.934746 1062.276521 -2259.668924 457.346206 -120.729006 256.258099 -758.407983 295.499866 -129.397382 81.185065 -17.566169 -41.797641 133.863162 -513.174830 561.372593 -591.169730 175.016993 -176.941597 -47.396454 -58.553273 120.306095 -442897.555001 490.397887 -2046.596282 5281.309420 -377955.091591 16279011.245096 -147.611214 -727.078601 32111953736245296.000000 -7173.230038 491.009687 831.633468 -9934380458651772636679372800.000000 2435.556523 -5246.704458 1653.660566 -53179.097671 112.585772 88.528501 -214.073908 198.654528 -384.212136 262.454136 -474.285629 445.480650 -175.331452 57.710790 -70.089152 113.637099 -455.295271 305.546158 -143.549020 121.519329 55.052182 -49.848333 66.314480 300.227342 -2642.658188 877.824929 -119.322294 -62.659803 -16.779150 -452.618395 2579.763906 -121.213978 -284.821694 2069.828787 -584.253730 264349423959.008392 -11425.760127 304.445625 -4614306817485881312680589594347627427659776.000000 -3480.620866 305.928271 -1684031656715796496051814197186669687669111985283235053568.000000 
-1944136208769316615208989582650524005436065774363782152192.000000 724.871578 1093601833414189.375000 -900.918922 1663.906781 41.087680 -3279149008377919695749120.000000 66.525048 338.439207 -3457.317396 61866.935600 -3587.800683 5339.023433 -640.504381 -20.837643 13.611098 500.116936 -229.687607 1142.044554 -2081.708416 445.308867 -120.047609 252.743698 -1056.544947 335.632930 -162.497285 76.197912 -18.744944 -41.426153 133.670640 -677.553244 721.837997 -822.099744 208.128681 -240.652054 -50.829794 -62.391506 105.589868 -444611.742883 469.730963 -2257.541264 4872.560421 -417707.145172 14668370.834815 -155.202397 -730.580325 30509438125471108.000000 -7171.970320 474.497036 717.837349 -11426463412160148219751301120.000000 2109.381209 -5735.531238 1618.776368 -60219.627629 99.378790 113.296002 -251.317445 238.991697 -478.879520 301.340407 -599.328187 556.775473 -194.708104 55.275201 -64.979591 143.289113 -587.211731 402.662723 -139.778184 168.376492 51.840952 -57.893513 58.770983 365.712851 -3488.525983 1064.146967 -123.020463 -46.486138 -4.762081 -476.365637 2847.498313 -270.036824 -285.278133 2349.556350 -504.828113 301053382295.279541 -10124.987921 268.859553 -5182674182039939073777967838214598021873664.000000 -2772.594981 241.348973 -1944136208769316615208989582650524005436065774363782152192.000000 
-2193782002603124128714708640807504600538393584429824999424.000000 606.151249 938511378427205.625000 -2464.279585 1480.991768 57.939436 -2530090968716234366910464.000000 85.779591 295.591947 -3227.718193 69714.302516 -3690.060186 4850.187207 -618.665916 42.682503 17.438593 475.217694 -236.123811 1206.334461 -1923.262532 432.475982 -120.656930 245.876343 -1428.795214 378.780712 -198.931234 70.824370 -20.584502 -42.573583 140.272053 -895.546082 937.770314 -1152.428903 253.266426 -335.975627 -54.582687 -65.418526 91.920344 -434454.791991 443.797405 -2472.626837 4463.511357 -457663.470232 12938893.366205 -162.109657 -728.737108 28424720168819612.000000 -7118.447440 453.300926 632.316814 -12861046873773778811836432384.000000 1855.009308 -6228.005348 1566.103195 -66855.176275 87.000391 139.703125 -302.253717 303.494497 -607.265959 370.524409 -762.693109 715.664174 -225.949658 54.408295 -59.526774 175.422530 -768.074828 517.165249 -136.815998 249.382326 48.897481 -66.328585 51.053648 427.420779 -4592.473570 1234.217006 -123.200161 -31.308392 5.608707 -487.129308 3002.094949 -400.309451 -275.778215 2622.799392 -438.893084 336748474456.414307 -8960.524203 241.530383 -5548752825350370429814093568241725498982400.000000 -2037.756122 198.583682 -2193782002603124128714708640807504600538393584429824999424.000000 
-2430214074254867530286653380259050156823632165018011697152.000000 519.901578 782792052346265.625000 -4679.854207 1329.453856 76.985988 -1855718933120471227432960.000000 105.738345 252.304375 -2810.052243 75730.536658 -3601.667396 4287.752087 -577.518755 91.199036 19.492692 438.724264 -234.993288 1231.371537 -1766.064814 411.107074 -119.692542 234.410926 -1856.161391 421.981216 -229.147004 65.319750 -22.137375 -44.125169 154.063334 -1166.356385 1229.754123 -1621.386005 313.734554 -479.524339 -58.970149 -67.421986 79.078421 -414480.018879 413.283238 -2691.182304 4037.653944 -497524.595655 11095886.319539 -167.895902 -719.876862 25814413082357300.000000 -6994.535569 427.100523 565.974263 -14246537559522501085718642688.000000 1651.594852 -6723.545832 1493.441050 -73070.944493 75.266302 167.197955 -368.552044 402.164278 -772.364447 488.273532 -962.268445 945.767833 -263.052798 54.316479 -54.113965 204.323670 -1028.231936 626.142643 -135.188022 376.691836 46.385348 -72.526727 43.492325 473.098705 -5889.682244 1352.031060 -119.935600 -17.896839 13.582350 -480.820972 3012.553030 -497.524242 -257.768499 2886.602969 -383.023074 371622677799.547974 -7923.223826 220.352244 -5724725189361662295887485169937986583789568.000000 -1347.480930 170.915247 -2430214074254867530286653380259050156823632165018011697152.000000 
