7.500000 7.179093 6.858693 6.539316 6.221399 5.905265 5.591084 5.278819 4.968154 4.658374 4.348148 4.035066 3.714468 3.375751 2.985156 1.000000 0.998834 0.995343 0.989542 0.981459 0.971130 0.958606 0.943943 0.927210 0.908485 0.887856 0.865418 0.841277 0.815544 0.788340 0.759792 0.730033 0.699201 0.667440 0.634898 0.601728 0.568083 0.534121 0.500000 0.465879 0.431917 0.398272 0.365102 0.332560 0.300799 0.269967 0.240208 0.211660 0.184456 0.158723 0.134582 0.112144 0.091515 0.072790 0.056057 0.041394 0.028870 0.018541 0.010458 0.004657 0.001166 0.000000 0.001166 0.004657 0.010458 0.018541 0.028870 0.041394 0.056057 0.072790 0.091515 0.112144 0.134582 0.158723 0.184456 0.211660 0.240208 0.269967 0.300799 0.332560 0.365102 0.398272 0.431917 0.465879 0.500000 0.534121 0.568083 0.601728 0.634898 0.667440 0.699201 0.730033 0.759792 0.788340 0.815544 0.841277 0.865418 0.887856 0.908485 0.927210 0.943943 0.958606 0.971130 0.981459 0.989542 0.995343 0.998834 1.000000 2.985156 3.375751 3.714468 4.035066 4.348148 4.658374 4.968154 5.278819 5.591084 5.905265 6.221399 6.539316 6.858693 7.179093 7.500000 
7.500000 7.179034 6.858457 6.538830 6.220643 5.904281 5.589986 5.277809 4.967553 4.658690 4.350219 4.040430 3.726475 3.403622 3.063943 2.504066 1.974113 1.698483 1.520829 1.393621 1.296013 1.217120 1.150625 1.092589 1.040436 0.992414 0.947305 0.904250 0.862636 0.822030 0.782129 0.742727 0.703694 0.664958 0.626490 0.588299 0.550421 0.512913 0.475851 0.439323 0.403427 0.368267 0.333953 0.300598 0.268314 0.237214 0.207408 0.179003 0.152103 0.126807 0.103205 0.081383 0.061421 0.043388 0.027347 0.013351 0.001445 -0.008335 -0.015963 -0.021422 -0.024700 -0.025793 -0.024700 -0.021422 -0.015963 -0.008335 0.001445 0.013351 0.027347 0.043388 0.061421 0.081383 0.103205 0.126807 0.152103 0.179003 0.207408 0.237214 0.268314 0.300598 0.333953 0.368267 0.403427 0.439323 0.475851 0.512913 0.550421 0.588299 0.626490 0.664958 0.703694 0.742727 0.782129 0.822030 0.862636 0.904250 0.947305 0.992414 1.040436 1.092589 1.150625 1.217120 1.296013 1.393621 1.520829 1.698483 1.974113 2.504066 3.063943 3.403622 3.726475 4.040430 4.350219 4.658690 4.967553 5.277809 5.589986 5.904281 6.220643 6.538830 6.858457 7.179034 7.500000 
7.500000 7.178799 6.857651 6.537238 6.218205 5.901114 5.586407 5.274376 4.965130 4.658562 4.354313 4.051720 3.749736 3.446794 3.140382 2.809087 2.471376 2.180259 1.950256 1.766134 1.615167 1.488432 1.379724 1.284658 1.200063 1.123610 1.053554 0.988578 0.927677 0.870082 0.815203 0.762588 0.711898 0.662878 0.615343 0.569166 0.524262 0.480586 0.438119 0.396867 0.356856 0.318125 0.280725 0.244714 0.210158 0.177125 0.145686 0.115912 0.087871 0.061631 0.037256 0.014806 -0.005664 -0.024104 -0.040471 -0.054725 -0.066835 -0.076775 -0.084525 -0.090070 -0.093401 -0.094512 -0.093401 -0.090070 -0.084525 -0.076775 -0.066835 -0.054725 -0.040471 -0.024104 -0.005664 0.014806 0.037256 0.061631 0.087871 0.115912 0.145686 0.177125 0.210158 0.244714 0.280725 0.318125 0.356856 0.396867 0.438119 0.480586 0.524262 0.569166 0.615343 0.662878 0.711898 0.762588 0.815203 0.870082 0.927677 0.988578 1.053554 1.123610 1.200063 1.284658 1.379724 1.488432 1.615167 1.766134 1.950256 2.180259 2.471376 2.809087 3.140382 3.446794 3.749736 4.051720 4.354313 4.658562 4.965130 5.274376 5.586407 5.901114 6.218205 6.537238 6.857651 7.178799 7.500000 
7.500000 7.178235 6.855987 6.534132 6.213550 5.895075 5.579452 5.267307 4.959138 4.655315 4.356098 4.061672 3.772194 3.487873 3.209036 2.935148 2.670519 2.424445 2.204123 2.010412 1.840449 1.690564 1.557333 1.437852 1.329735 1.231050 1.140234 1.056027 0.977412 0.903565 0.833822 0.767647 0.704612 0.644373 0.586661 0.531265 0.478024 0.426818 0.377562 0.330198 0.284692 0.241029 0.199210 0.159247 0.121161 0.084982 0.050745 0.018485 -0.011756 -0.039941 -0.066028 -0.089980 -0.111761 -0.131339 -0.148682 -0.163765 -0.176565 -0.187063 -0.195243 -0.201094 -0.204608 -0.205780 -0.204608 -0.201094 -0.195243 -0.187063 -0.176565 -0.163765 -0.148682 -0.131339 -0.111761 -0.089980 -0.066028 -0.039941 -0.011756 0.018485 0.050745 0.084982 0.121161 0.159247 0.199210 0.241029 0.284692 0.330198 0.377562 0.426818 0.478024 0.531265 0.586661 0.644373 0.704612 0.767647 0.833822 0.903565 0.977412 1.056027 1.140234 1.231050 1.329735 1.437852 1.557333 1.690564 1.840449 2.010412 2.204123 2.424445 2.670519 2.935148 3.209036 3.487873 3.772194 4.061672 4.356098 4.655315 4.959138 5.267307 5.579452 5.895075 6.213550 6.534132 6.855987 7.178235 7.500000 
7.500000 7.177088 6.852969 6.528772 6.205689 5.884901 5.567512 5.254524 4.946821 4.645176 4.350280 4.062784 3.783345 3.512693 3.251694 3.001386 2.763468 2.540105 2.333025 2.142787 1.968796 1.809763 1.664133 1.530339 1.406922 1.292581 1.186184 1.086753 0.993458 0.905593 0.822563 0.743868 0.669090 0.597881 0.529953 0.465071 0.403045 0.343720 0.286976 0.232720 0.180882 0.131412 0.084275 0.039451 -0.003069 -0.043285 -0.081192 -0.116777 -0.150024 -0.180916 -0.209431 -0.235551 -0.259253 -0.280518 -0.299328 -0.315666 -0.329516 -0.340866 -0.349705 -0.356024 -0.359818 -0.361083 -0.359818 -0.356024 -0.349705 -0.340866 -0.329516 -0.315666 -0.299328 -0.280518 -0.259253 -0.235551 -0.209431 -0.180916 -0.150024 -0.116777 -0.081192 -0.043285 -0.003069 0.039451 0.084275 0.131412 0.180882 0.232720 0.286976 0.343720 0.403045 0.465071 0.529953 0.597881 0.669090 0.743868 0.822563 0.905593 0.993458 1.086753 1.186184 1.292581 1.406922 1.530339 1.664133 1.809763 1.968796 2.142787 2.333025 2.540105 2.763468 3.001386 3.251694 3.512693 3.783345 4.062784 4.350280 4.645176 4.946821 5.254524 5.567512 5.884901 6.205689 6.528772 6.852969 7.177088 7.500000 
7.500000 7.174973 6.847818 6.519985 6.193045 5.868581 5.548099 5.232977 4.924435 4.623537 4.331201 4.048226 3.775319 3.513126 3.262247 3.023252 2.796685 2.582988 2.382355 2.194640 2.019363 1.855798 1.703085 1.560313 1.426589 1.301071 1.182985 1.071637 0.966409 0.866756 0.772205 0.682341 0.596811 0.515308 0.437571 0.363382 0.292554 0.224933 0.160392 0.098826 0.040152 -0.015696 -0.068769 -0.119104 -0.166730 -0.211663 -0.253915 -0.293490 -0.330388 -0.364605 -0.396134 -0.424968 -0.451095 -0.474507 -0.495193 -0.513143 -0.528349 -0.540801 -0.550493 -0.557420 -0.561578 -0.562965 -0.561578 -0.557420 -0.550493 -0.540801 -0.528349 -0.513143 -0.495193 -0.474507 -0.451095 -0.424968 -0.396134 -0.364605 -0.330388 -0.293490 -0.253915 -0.211663 -0.166730 -0.119104 -0.068769 -0.015696 0.040152 0.098826 0.160392 0.224933 0.292554 0.363382 0.437571 0.515308 0.596811 0.682341 0.772205 0.866756 0.966409 1.071637 1.182985 1.301071 1.426589 1.560313 1.703085 1.855798 2.019363 2.194640 2.382355 2.582988 2.796685 3.023252 3.262247 3.513126 3.775319 4.048226 4.331201 4.623537 4.924435 5.232977 5.548099 5.868581 6.193045 6.519985 6.847818 7.174973 7.500000 
7.500000 7.171311 6.839359 6.505997 6.173247 5.843153 5.517652 5.198492 4.887178 4.584959 4.292829 4.011552 3.741679 3.483580 3.237463 3.003398 2.781320 2.571037 2.372223 2.184429 2.007111 1.839657 1.681427 1.531779 1.390090 1.255772 1.128279 1.007115 0.891825 0.782007 0.677299 0.577381 0.481974 0.390830 0.303737 0.220509 0.140987 0.065036 -0.007459 -0.076594 -0.142449 -0.205089 -0.264568 -0.320926 -0.374197 -0.424404 -0.471566 -0.515694 -0.556795 -0.594873 -0.629927 -0.661958 -0.690959 -0.716928 -0.739859 -0.759746 -0.776584 -0.790368 -0.801094 -0.808758 -0.813358 -0.814891 -0.813358 -0.808758 -0.801094 -0.790368 -0.776584 -0.759746 -0.739859 -0.716928 -0.690959 -0.661958 -0.629927 -0.594873 -0.556795 -0.515694 -0.471566 -0.424404 -0.374197 -0.320926 -0.264568 -0.205089 -0.142449 -0.076594 -0.007459 0.065036 0.140987 0.220509 0.303737 0.390830 0.481974 0.577381 0.677299 0.782007 0.891825 1.007115 1.128279 1.255772 1.390090 1.531779 1.681427 1.839657 2.007111 2.184429 2.372223 2.571037 2.781320 3.003398 3.237463 3.483580 3.741679 4.011552 4.292829 4.584959 4.887178 5.198492 5.517652 5.843153 6.173247 6.505997 6.839359 7.171311 7.500000 
7.500000 7.165238 6.825860 6.484222 6.142894 5.804453 5.471308 5.145574 4.829004 4.522960 4.228420 3.946015 3.676067 3.418638 3.173583 2.940590 2.719227 2.508975 2.309261 2.119485 1.939043 1.767341 1.603814 1.447928 1.299190 1.157145 1.021379 0.891518 0.767226 0.648199 0.534170 0.424899 0.320174 0.219811 0.123645 0.031535 -0.056642 -0.140992 -0.221605 -0.298557 -0.371913 -0.441726 -0.508038 -0.570886 -0.630296 -0.686290 -0.738882 -0.788085 -0.833904 -0.876344 -0.915406 -0.951089 -0.983390 -1.012307 -1.037836 -1.059971 -1.078710 -1.094048 -1.105982 -1.114508 -1.119624 -1.121330 -1.119624 -1.114508 -1.105982 -1.094048 -1.078710 -1.059971 -1.037836 -1.012307 -0.983390 -0.951089 -0.915406 -0.876344 -0.833904 -0.788085 -0.738882 -0.686290 -0.630296 -0.570886 -0.508038 -0.441726 -0.371913 -0.298557 -0.221605 -0.140992 -0.056642 0.031535 0.123645 0.219811 0.320174 0.424899 0.534170 0.648199 0.767226 0.891518 1.021379 1.157145 1.299190 1.447928 1.603814 1.767341 1.939043 2.119485 2.309261 2.508975 2.719227 2.940590 3.173583 3.418638 3.676067 3.946015 4.228420 4.522960 4.829004 5.145574 5.471308 5.804453 6.142894 6.484222 6.825860 7.165238 7.500000 
7.500000 7.155501 6.804837 6.451007 6.097260 5.746806 5.402586 5.067098 4.742312 4.429651 4.130017 3.843853 3.571221 3.311877 3.065354 2.831029 2.608188 2.396077 2.193943 2.001064 1.816767 1.640442 1.471538 1.309568 1.154100 1.004755 0.861200 0.723141 0.590324 0.462524 0.339543 0.221211 0.107378 -0.002084 -0.107290 -0.208334 -0.305301 -0.398259 -0.487268 -0.572377 -0.653626 -0.731047 -0.804667 -0.874505 -0.940575 -1.002886 -1.061446 -1.116256 -1.167318 -1.214628 -1.258184 -1.297981 -1.334013 -1.366274 -1.394757 -1.419458 -1.440369 -1.457486 -1.470804 -1.480319 -1.486030 -1.487933 -1.486030 -1.480319 -1.470804 -1.457486 -1.440369 -1.419458 -1.394757 -1.366274 -1.334013 -1.297981 -1.258184 -1.214628 -1.167318 -1.116256 -1.061446 -1.002886 -0.940575 -0.874505 -0.804667 -0.731047 -0.653626 -0.572377 -0.487268 -0.398259 -0.305301 -0.208334 -0.107290 -0.002084 0.107378 0.221211 0.339543 0.462524 0.590324 0.723141 0.861200 1.004755 1.154100 1.309568 1.471538 1.640442 1.816767 2.001064 2.193943 2.396077 2.608188 2.831029 3.065354 3.311877 3.571221 3.843853 4.130017 4.429651 4.742312 5.067098 5.402586 5.746806 6.097260 6.451007 6.804837 7.155501 7.500000 
7.500000 7.140313 6.772785 6.401267 6.029865 5.662567 5.302917 4.953813 4.617414 4.295150 3.987788 3.695537 3.418165 3.155111 2.905582 2.668649 2.443313 2.228571 2.023465 1.827122 1.638769 1.457743 1.283480 1.115506 0.953429 0.796919 0.645705 0.499559 0.358292 0.221748 0.089795 -0.037676 -0.160754 -0.279515 -0.394018 -0.504312 -0.610438 -0.712424 -0.810293 -0.904062 -0.993741 -1.079335 -1.160845 -1.238270 -1.311605 -1.380841 -1.445969 -1.506978 -1.563856 -1.616590 -1.665167 -1.709573 -1.749796 -1.785823 -1.817642 -1.845243 -1.868614 -1.887748 -1.902638 -1.913278 -1.919664 -1.921792 -1.919664 -1.913278 -1.902638 -1.887748 -1.868614 -1.845243 -1.817642 -1.785823 -1.749796 -1.709573 -1.665167 -1.616590 -1.563856 -1.506978 -1.445969 -1.380841 -1.311605 -1.238270 -1.160845 -1.079335 -0.993741 -0.904062 -0.810293 -0.712424 -0.610438 -0.504312 -0.394018 -0.279515 -0.160754 -0.037676 0.089795 0.221748 0.358292 0.499559 0.645705 0.796919 0.953429 1.115506 1.283480 1.457743 1.638769 1.827122 2.023465 2.228571 2.443313 2.668649 2.905582 3.155111 3.418165 3.695537 3.987788 4.295150 4.617414 4.953813 5.302917 5.662567 6.029865 6.401267 6.772785 7.140313 7.500000 
