0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-38.257122 -28.661168 -16.744440 -10.058099 -6.487309 -4.420072 -3.097254 -2.136428 -1.350038 -1.727714 -1.484673 -1.146919 -0.846138 -0.580429 -0.340197 -0.115431 0.102691 0.323691 0.562995 0.782264 1.071134 1.430460 1.887869 2.498901 3.359168 4.647066 6.718274 10.333048 17.129154 29.262316 39.039588 29.262316 17.129154 10.333048 6.718274 4.647066 3.359168 2.498901 1.887869 1.430460 1.071134 0.782264 0.562995 0.323691 0.102691 -0.115431 -0.340197 -0.580429 -0.846138 -1.146919 -1.484673 -1.727714 -1.350038 -2.136428 -3.097254 -4.420072 -6.487309 -10.058099 -16.744440 -28.661168 -38.257122 
-22.506563 -20.600704 -16.480838 -12.395434 -9.192412 -6.846085 -5.119249 -3.791940 -2.695672 -2.531402 -2.505007 -1.984452 -1.469242 -1.002398 -0.575184 -0.173828 0.216042 0.611132 1.000116 1.408202 1.912741 2.514662 3.255422 4.199482 5.444132 7.134824 9.477302 12.704311 16.838956 21.018046 22.953219 21.018046 16.838956 12.704311 9.477302 7.134824 5.444132 4.199482 3.255422 2.514662 1.912741 1.408202 1.000116 0.611132 0.216042 -0.173828 -0.575184 -1.002398 -1.469242 -1.984452 -2.505007 -2.531402 -2.695672 -3.791940 -5.119249 -6.846085 -9.192412 -12.395434 -16.480838 -20.600704 -22.506563 
-16.199603 -15.520485 -13.782386 -11.599566 -9.460922 -7.590924 -6.029287 -4.734924 -3.652946 -2.859968 -2.836413 -2.427306 -1.829785 -1.249901 -0.706499 -0.189464 0.315363 0.808988 1.293289 1.836330 2.458667 3.175783 4.022558 5.043999 6.295546 7.835132 9.700407 11.847790 14.047361 15.801778 16.487674 15.801778 14.047361 11.847790 9.700407 7.835132 6.295546 5.043999 4.022558 3.175783 2.458667 1.836330 1.293289 0.808988 0.315363 -0.189464 -0.706499 -1.249901 -1.829785 -2.427306 -2.836413 -2.859968 -3.652946 -4.734924 -6.029287 -7.590924 -9.460922 -11.599566 -13.782386 -15.520485 -16.199603 
-12.587244 -12.265427 -11.384536 -10.147277 -8.771917 -7.417830 -6.169593 -5.054270 -4.067422 -3.202779 -2.748681 -2.479354 -1.953855 -1.348448 -0.753551 -0.176932 0.380471 0.916061 1.469183 2.071091 2.733081 3.470805 4.306142 5.261728 6.356239 7.593723 8.945109 10.323185 11.565552 12.450973 12.774566 12.450973 11.565552 10.323185 8.945109 7.593723 6.356239 5.261728 4.306142 3.470805 2.733081 2.071091 1.469183 0.916061 0.380471 -0.176932 -0.753551 -1.348448 -1.953855 -2.479354 -2.748681 -3.202779 -4.067422 -5.054270 -6.169593 -7.417830 -8.771917 -10.147277 -11.384536 -12.265427 -12.587244 
-10.155960 -9.976148 -9.467836 -8.710490 -7.803545 -6.838150 -5.880678 -4.970282 -4.124324 -3.349095 -2.693088 -2.285992 -1.875209 -1.325939 -0.736819 -0.150817 0.409526 0.964495 1.539781 2.147703 2.797375 3.499323 4.264081 5.098647 6.001169 6.954610 7.918977 8.826714 9.585532 10.095102 10.275400 10.095102 9.585532 8.826714 7.918977 6.954610 6.001169 5.098647 4.264081 3.499323 2.797375 2.147703 1.539781 0.964495 0.409526 -0.150817 -0.736819 -1.325939 -1.875209 -2.285992 -2.693088 -3.349095 -4.124324 -4.970282 -5.880678 -6.838150 -7.803545 -8.710490 -9.467836 -9.976148 -10.155960 
-8.366321 -8.254497 -7.932463 -7.436015 -6.813611 -6.115704 -5.385857 -4.656719 -3.949121 -3.275465 -2.652026 -2.114905 -1.688666 -1.216337 -0.676568 -0.123270 0.419714 0.967628 1.528725 2.109931 2.717091 3.355490 4.028222 4.733091 5.460112 6.188897 6.886586 7.509253 8.006120 8.328500 8.440456 8.328500 8.006120 7.509253 6.886586 6.188897 5.460112 4.733091 4.028222 3.355490 2.717091 2.109931 1.528725 0.967628 0.419714 -0.123270 -0.676568 -1.216337 -1.688666 -2.114905 -2.652026 -3.275465 -3.949121 -4.656719 -5.385857 -6.115704 -6.813611 -7.436015 -7.932463 -8.254497 -8.366321 
-6.976218 -6.901201 -6.682504 -6.338016 -5.893187 -5.376454 -4.815178 -4.232571 -3.646592 -3.069802 -2.512834 -1.989989 -1.519076 -1.075831 -0.596046 -0.092938 0.418590 0.935713 1.460800 1.997021 2.547056 3.112146 3.690779 4.277006 4.859544 5.420798 5.937601 6.382548 6.727157 6.945943 7.020992 6.945943 6.727157 6.382548 5.937601 5.420798 4.859544 4.277006 3.690779 3.112146 2.547056 1.997021 1.460800 0.935713 0.418590 -0.092938 -0.596046 -1.075831 -1.519076 -1.989989 -2.512834 -3.069802 -3.646592 -4.232571 -4.815178 -5.376454 -5.893187 -6.338016 -6.682504 -6.901201 -6.976218 
-5.859772 -5.806452 -5.649877 -5.399624 -5.069940 -4.677489 -4.239405 -3.771509 -3.287347 -2.797680 -2.311124 -1.836124 -1.382405 -0.950599 -0.515513 -0.061628 0.405751 0.879200 1.357258 1.840273 2.328267 2.820022 3.311820 3.796932 4.265289 4.703612 5.096191 5.425942 5.676229 5.832820 5.886144 5.832820 5.676229 5.425942 5.096191 4.703612 4.265289 3.796932 3.311820 2.820022 2.328267 1.840273 1.357258 0.879200 0.405751 -0.061628 -0.515513 -0.950599 -1.382405 -1.836124 -2.311124 -2.797680 -3.287347 -3.771509 -4.239405 -4.677489 -5.069940 -5.399624 -5.649877 -5.806452 -5.859772 
-4.944144 -4.904552 -4.787724 -4.599151 -4.347204 -4.042070 -3.694668 -3.315731 -2.915038 -2.501124 -2.081044 -1.661078 -1.247515 -0.844444 -0.445213 -0.036855 0.382621 0.807453 1.234553 1.662405 2.089399 2.512867 2.928484 3.330070 3.709480 4.057121 4.362364 4.614351 4.802931 4.919756 4.959346 4.919756 4.802931 4.614351 4.362364 4.057121 3.709480 3.330070 2.928484 2.512867 2.089399 1.662405 1.234553 0.807453 0.382621 -0.036855 -0.445213 -0.844444 -1.247515 -1.661078 -2.081044 -2.501124 -2.915038 -3.315731 -3.694668 -4.042070 -4.347204 -4.599151 -4.787724 -4.904552 -4.944144 
-4.183269 -4.152872 -4.062848 -3.916551 -3.719137 -3.477082 -3.197539 -2.887843 -2.555053 -2.205650 -1.845382 -1.479309 -1.112188 -0.747910 -0.386097 -0.020515 0.351976 0.728166 1.104745 1.479296 1.849377 2.211800 2.562387 2.895833 3.205882 3.485602 3.727734 3.925172 4.071469 4.161488 4.191881 4.161488 4.071469 3.925172 3.727734 3.485602 3.205882 2.895833 2.562387 2.211800 1.849377 1.479296 1.104745 0.728166 0.351976 -0.020515 -0.386097 -0.747910 -1.112188 -1.479309 -1.845382 -2.205650 -2.555053 -2.887843 -3.197539 -3.477082 -3.719137 -3.916551 -4.062848 -4.152872 -4.183269 
-3.545678 -3.521734 -3.450630 -3.334524 -3.176729 -2.981509 -2.753733 -2.498498 -2.220941 -1.925980 -1.618184 -1.301749 -0.980529 -0.657922 -0.335386 -0.010941 0.317203 0.647191 0.976112 1.301323 1.620071 1.929195 2.224919 2.502908 2.758377 2.986270 3.181539 3.339349 3.455454 3.526553 3.550495 3.526553 3.455454 3.339349 3.181539 2.986270 2.758377 2.502908 2.224919 1.929195 1.620071 1.301323 0.976112 0.647191 0.317203 -0.010941 -0.335386 -0.657922 -0.980529 -1.301749 -1.618184 -1.925980 -2.220941 -2.498498 -2.753733 -2.981509 -3.176729 -3.334524 -3.450630 -3.521734 -3.545678 
-3.008579 -2.989342 -2.932114 -2.838324 -2.710220 -2.550705 -2.363173 -2.151314 -1.918883 -1.669667 -1.407290 -1.135203 -0.856655 -0.574550 -0.290873 -0.005711 0.281289 0.568691 0.854047 1.134764 1.408178 1.671350 1.921035 2.153734 2.365738 2.553343 2.712888 2.841002 2.934791 2.992017 3.011252 2.992017 2.934791 2.841002 2.712888 2.553343 2.365738 2.153734 1.921035 1.671350 1.408178 1.134764 0.854047 0.568691 0.281289 -0.005711 -0.290873 -0.574550 -0.856655 -1.135203 -1.407290 -1.669667 -1.918883 -2.151314 -2.363173 -2.550705 -2.710220 -2.838324 -2.932114 -2.989342 -3.008579 
-2.554615 -2.538928 -2.492199 -2.415412 -2.310146 -2.178472 -2.022817 -1.845907 -1.650594 -1.439786 -1.216412 -0.983287 -0.743154 -0.498553 -0.251480 -0.002957 0.246450 0.495362 0.741641 0.982953 1.216833 1.440672 1.651758 1.847233 2.024230 2.179929 2.311623 2.416895 2.493682 2.540410 2.556096 2.540410 2.493682 2.416895 2.311623 2.179929 2.024230 1.847233 1.651758 1.440672 1.216833 0.982953 0.741641 0.495362 0.246450 -0.002957 -0.251480 -0.498553 -0.743154 -0.983287 -1.216412 -1.439786 -1.650594 -1.845907 -2.022817 -2.178472 -2.310146 -2.415412 -2.492199 -2.538928 -2.554615 
-2.170093 -2.157153 -2.118577 -2.055071 -1.967781 -1.858223 -1.728213 -1.579800 -1.415188 -1.236683 -1.046626 -0.847370 -0.641214 -0.430347 -0.216669 -0.001532 0.214028 0.428615 0.640352 0.847149 1.046831 1.237155 1.415824 1.580530 1.728995 1.859031 1.968601 2.055895 2.119402 2.157977 2.170916 2.157977 2.119402 2.055895 1.968601 1.859031 1.728995 1.580530 1.415824 1.237155 1.046831 0.847149 0.640352 0.428615 0.214028 -0.001532 -0.216669 -0.430347 -0.641214 -0.847370 -1.046626 -1.236683 -1.415188 -1.579800 -1.728213 -1.858223 -1.967781 -2.055071 -2.118577 -2.157153 -2.170093 
-1.843950 -1.833187 -1.801078 -1.748153 -1.675266 -1.583564 -1.474440 -1.349482 -1.210427 -1.059120 -0.897478 -0.727443 -0.550967 -0.369942 -0.186082 -0.000798 0.184690 0.369003 0.550483 0.727309 0.897583 1.059379 1.210781 1.349891 1.474878 1.584018 1.675727 1.748616 1.801541 1.833650 1.844413 1.833650 1.801541 1.748616 1.675727 1.584018 1.474878 1.349891 1.210781 1.059379 0.897583 0.727309 0.550483 0.369003 0.184690 -0.000798 -0.186082 -0.369942 -0.550967 -0.727443 -0.897478 -1.059120 -1.210427 -1.349482 -1.474440 -1.583564 -1.675266 -1.748153 -1.801078 -1.833187 -1.843950 
-1.567095 -1.558086 -1.531196 -1.486832 -1.425653 -1.348551 -1.256615 -1.151107 -1.033425 -0.905063 -0.767604 -0.622676 -0.471926 -0.316981 -0.159363 -0.000421 0.158622 0.316471 0.471657 0.622601 0.767664 0.905211 1.033629 1.151342 1.256868 1.348811 1.425917 1.487097 1.531461 1.558350 1.567359 1.558350 1.531461 1.487097 1.425917 1.348811 1.256868 1.151342 1.033629 0.905211 0.767664 0.622601 0.471657 0.316471 0.158622 -0.000421 -0.159363 -0.316981 -0.471926 -0.622676 -0.767604 -0.905063 -1.033425 -1.151107 -1.256615 -1.348551 -1.425653 -1.486832 -1.531196 -1.558086 -1.567095 
-1.331966 -1.324389 -1.301764 -1.264414 -1.212859 -1.147809 -1.070137 -0.980859 -0.881113 -0.772139 -0.655247 -0.531809 -0.403231 -0.270904 -0.136162 -0.000228 0.135759 0.270624 0.403084 0.531772 0.655289 0.772232 0.881237 0.981000 1.070287 1.147963 1.213014 1.264568 1.301917 1.324542 1.332118 1.324542 1.301917 1.264568 1.213014 1.147963 1.070287 0.981000 0.881237 0.772232 0.655289 0.531772 0.403084 0.270624 0.135759 -0.000228 -0.136162 -0.270904 -0.403231 -0.531809 -0.655247 -0.772139 -0.881113 -0.980859 -1.070137 -1.147809 -1.212859 -1.264414 -1.301764 -1.324389 -1.331966 
-1.132231 -1.125834 -1.106730 -1.075179 -1.031601 -0.976573 -0.910806 -0.835134 -0.750496 -0.657918 -0.558506 -0.453422 -0.343865 -0.231039 -0.116101 -0.000129 0.115873 0.230882 0.343787 0.453411 0.558541 0.657982 0.750577 0.835223 0.910898 0.976666 1.031693 1.075269 1.106820 1.125923 1.132319 1.125923 1.106820 1.075269 1.031693 0.976666 0.910898 0.835223 0.750577 0.657982 0.558541 0.453411 0.343787 0.230882 0.115873 -0.000129 -0.116101 -0.231039 -0.343865 -0.453422 -0.558506 -0.657918 -0.750496 -0.835134 -0.910806 -0.976573 -1.031601 -1.075179 -1.106730 -1.125834 -1.132231 
-0.962558 -0.957141 -0.940964 -0.914239 -0.877313 -0.830664 -0.774881 -0.710653 -0.638764 -0.560074 -0.475511 -0.386065 -0.292773 -0.196686 -0.098814 -0.000080 0.098676 0.196596 0.292737 0.386072 0.475546 0.560124 0.638821 0.710711 0.774938 0.830720 0.877367 0.914291 0.941015 0.957191 0.962607 0.957191 0.941015 0.914291 0.877367 0.830720 0.774938 0.710711 0.638821 0.560124 0.475546 0.386072 0.292737 0.196596 0.098676 -0.000080 -0.098814 -0.196686 -0.292773 -0.386065 -0.475511 -0.560074 -0.638764 -0.710653 -0.774881 -0.830664 -0.877313 -0.914239 -0.940964 -0.957141 -0.962558 
-0.828406 -0.823760 -0.809875 -0.786933 -0.755230 -0.715161 -0.667230 -0.612017 -0.550184 -0.482461 -0.409643 -0.332582 -0.252186 -0.169385 -0.085077 -0.000054 0.084987 0.169334 0.252175 0.332600 0.409677 0.482502 0.550225 0.612056 0.667267 0.715195 0.755261 0.786963 0.809903 0.823787 0.828433 0.823787 0.809903 0.786963 0.755261 0.715195 0.667267 0.612056 0.550225 0.482502 0.409677 0.332600 0.252175 0.169334 0.084987 -0.000054 -0.085077 -0.169385 -0.252186 -0.332582 -0.409643 -0.482461 -0.550184 -0.612017 -0.667230 -0.715161 -0.755230 -0.786933 -0.809875 -0.823760 -0.828406 
