-2.078306 -1.612713 -1.240419 -0.943097 -0.706048 -0.516771 -0.365494 -0.245313 -0.149852 -0.074690 -0.021320 0.028043 0.078501 0.129784 0.181708 0.233991 0.286723 0.339718 0.392849 0.446283 0.500000 0.553717 0.607151 0.660282 0.713277 0.766009 0.818292 0.870216 0.921499 0.971957 1.021320 1.074690 1.149852 1.245313 1.365494 1.516771 1.706048 1.943097 2.240419 2.612713 3.078306 
-2.078306 -1.612713 -1.240419 -0.943097 -0.706048 -0.516771 -0.365494 -0.245313 -0.149852 -0.074690 -0.016320 0.032543 0.082501 0.133284 0.184708 0.236491 0.288723 0.341218 0.393849 0.446783 0.500000 0.553217 0.606151 0.658782 0.711277 0.763509 0.815292 0.866716 0.917499 0.967457 1.016320 1.074690 1.149852 1.245313 1.365494 1.516771 1.706048 1.943097 2.240419 2.612713 3.078306 
-2.078306 -1.612734 -1.240474 -0.943165 -0.706005 -0.516600 -0.365349 -0.244982 -0.149247 -0.073242 -0.012666 0.036541 0.086423 0.136884 0.187861 0.239213 0.290905 0.342872 0.395036 0.447422 0.500000 0.552578 0.604964 0.657128 0.709095 0.760787 0.812139 0.863116 0.913577 0.963459 1.012666 1.073242 1.149247 1.244982 1.365349 1.516600 1.706005 1.943165 2.240474 2.612734 3.078306 
-2.078306 -1.612757 -1.240525 -0.943205 -0.705902 -0.516342 -0.364980 -0.244296 -0.148050 -0.071191 -0.009584 0.040021 0.089983 0.140301 0.190964 0.241923 0.293145 0.344593 0.396236 0.448055 0.500000 0.551945 0.603764 0.655407 0.706855 0.758077 0.809036 0.859699 0.910017 0.959979 1.009584 1.071191 1.148050 1.244296 1.364980 1.516342 1.705902 1.943205 2.240525 2.612757 3.078306 
-2.078306 -1.612779 -1.240565 -0.943197 -0.705716 -0.515950 -0.364339 -0.243234 -0.146423 -0.068925 -0.006785 0.043087 0.093138 0.143385 0.193835 0.244477 0.295297 0.346279 0.397408 0.448664 0.500000 0.551336 0.602592 0.653721 0.704703 0.755523 0.806165 0.856615 0.906862 0.956913 1.006785 1.068925 1.146423 1.243234 1.364339 1.515950 1.705716 1.943197 2.240565 2.612779 3.078306 
-2.078306 -1.612797 -1.240580 -0.943122 -0.705426 -0.515396 -0.363440 -0.241881 -0.144570 -0.066619 -0.004155 0.045893 0.096016 0.146226 0.196528 0.246920 0.297399 0.347957 0.398586 0.449275 0.500000 0.550725 0.601414 0.652043 0.702601 0.753080 0.803472 0.853774 0.903984 0.954107 1.004155 1.066619 1.144570 1.241881 1.363440 1.515396 1.705426 1.943122 2.240580 2.612797 3.078306 
-2.078306 -1.612804 -1.240556 -0.942969 -0.705035 -0.514710 -0.362404 -0.240460 -0.142786 -0.064541 -0.001877 0.048274 0.098423 0.148576 0.198736 0.248909 0.299096 0.349301 0.399522 0.449757 0.500000 0.550243 0.600478 0.650699 0.700904 0.751091 0.801264 0.851424 0.901577 0.951726 1.001877 1.064541 1.142786 1.240460 1.362404 1.514710 1.705035 1.942969 2.240556 2.612804 3.078306 
-2.078306 -1.612795 -1.240487 -0.942748 -0.704588 -0.514012 -0.361459 -0.239315 -0.141512 -0.063216 -0.000562 0.049548 0.099631 0.149695 0.199746 0.249789 0.299830 0.349871 0.399913 0.449956 0.500000 0.550044 0.600087 0.650129 0.700170 0.750211 0.800254 0.850305 0.900369 0.950452 1.000562 1.063216 1.141512 1.239315 1.361459 1.514012 1.704588 1.942748 2.240487 2.612795 3.078306 
-2.078306 -1.612767 -1.240382 -0.942503 -0.704176 -0.513455 -0.360813 -0.238648 -0.140889 -0.062675 -0.000112 0.049926 0.099949 0.149963 0.199972 0.249978 0.299983 0.349987 0.399992 0.449996 0.500000 0.550004 0.600008 0.650013 0.700017 0.750022 0.800028 0.850037 0.900051 0.950074 1.000112 1.062675 1.140889 1.238648 1.360813 1.513455 1.704176 1.942503 2.240382 2.612767 3.078306 
-2.078306 -1.612725 -1.240269 -0.942295 -0.703887 -0.513126 -0.360492 -0.238375 -0.140680 -0.062530 -0.000015 0.049992 0.099996 0.149997 0.199998 0.249999 0.299999 0.349999 0.400000 0.450000 0.500000 0.550000 0.600000 0.650001 0.700001 0.750001 0.800002 0.850003 0.900004 0.950008 1.000015 1.062530 1.140680 1.238375 1.360492 1.513126 1.703887 1.942295 2.240269 2.612725 3.078306 
-2.078306 -1.612682 -1.240178 -0.942163 -0.703737 -0.512986 -0.360381 -0.238297 -0.140633 -0.062503 -0.000001 0.049999 0.100000 0.150000 0.200000 0.250000 0.300000 0.350000 0.400000 0.450000 0.500000 0.550000 0.600000 0.650000 0.700000 0.750000 0.800000 0.850000 0.900000 0.950001 1.000001 1.062503 1.140633 1.238297 1.360381 1.512986 1.703737 1.942163 2.240178 2.612682 3.078306 
-2.078306 -1.612645 -1.240116 -0.942093 -0.703674 -0.512939 -0.360352 -0.238281 -0.140625 -0.062500 0.000000 0.050000 0.100000 0.150000 0.200000 0.250000 0.300000 0.350000 0.400000 0.450000 0.500000 0.550000 0.600000 0.650000 0.700000 0.750000 0.800000 0.850000 0.900000 0.950000 1.000000 1.062500 1.140625 1.238281 1.360352 1.512939 1.703674 1.942093 2.240116 2.612645 3.078306 
