0.000000 0.707355 0.756553 0.799909 0.998232 1.176977 1.195284 1.172882 1.132304 1.080864 1.001405 0.914118 0.847909 0.781578 0.724508 0.000000 0.724508 0.781578 0.847909 0.914118 1.001405 1.080864 1.132304 1.172882 1.195284 1.176977 0.998232 0.799909 0.756553 0.707355 0.000000 
0.664328 0.687690 0.738205 0.788897 0.928933 1.092152 1.134049 1.115204 1.079085 1.025410 0.951162 0.879269 0.817800 0.755602 0.700138 0.675515 0.700138 0.755602 0.817800 0.879269 0.951162 1.025410 1.079085 1.115204 1.134049 1.092152 0.928933 0.788897 0.738205 0.687690 0.664328 
0.748455 0.750942 0.765062 0.795164 0.854690 0.979633 1.068003 1.068242 1.031743 0.972555 0.906568 0.851399 0.806863 0.775287 0.760690 0.758201 0.760690 0.775287 0.806863 0.851399 0.906568 0.972555 1.031743 1.068242 1.068003 0.979633 0.854690 0.795164 0.765062 0.750942 0.748455 
0.794871 0.795368 0.799180 0.811917 0.841521 0.902879 0.982883 1.016732 0.985521 0.929026 0.879031 0.841423 0.817054 0.805147 0.801645 0.801226 0.801645 0.805147 0.817054 0.841423 0.879031 0.929026 0.985521 1.016732 0.982883 0.902879 0.841521 0.811917 0.799180 0.795368 0.794871 
0.822966 0.823066 0.824207 0.829258 0.843487 0.874933 0.924787 0.958980 0.943108 0.901053 0.866093 0.843360 0.831642 0.827358 0.826470 0.826424 0.826470 0.827358 0.831642 0.843360 0.866093 0.901053 0.943108 0.958980 0.924787 0.874933 0.843487 0.829258 0.824207 0.823066 0.822966 
0.839638 0.839633 0.839971 0.842002 0.848714 0.864959 0.893290 0.916950 0.910274 0.883685 0.861388 0.848593 0.843093 0.841479 0.841270 0.841302 0.841270 0.841479 0.843093 0.848593 0.861388 0.883685 0.910274 0.916950 0.893290 0.864959 0.848714 0.842002 0.839971 0.839633 0.839638 
0.849201 0.849171 0.849242 0.850062 0.853216 0.861542 0.876970 0.891150 0.888568 0.873231 0.860074 0.853154 0.850548 0.849917 0.849901 0.849942 0.849901 0.849917 0.850548 0.853154 0.860074 0.873231 0.888568 0.891150 0.876970 0.861542 0.853216 0.850062 0.849242 0.849171 0.849201 
0.854576 0.854542 0.854518 0.854817 0.856261 0.860441 0.868583 0.876487 0.875526 0.867161 0.859856 0.856247 0.855034 0.854812 0.854858 0.854896 0.854858 0.854812 0.855034 0.856247 0.859856 0.867161 0.875526 0.876487 0.868583 0.860441 0.856261 0.854817 0.854518 0.854542 0.854576 
0.857627 0.857595 0.857532 0.857587 0.858172 0.860147 0.864255 0.868425 0.868077 0.863735 0.859937 0.858186 0.857692 0.857665 0.857735 0.857768 0.857735 0.857665 0.857692 0.858186 0.859937 0.863735 0.868077 0.868425 0.864255 0.860147 0.858172 0.857587 0.857532 0.857595 0.857627 
0.859448 0.859421 0.859353 0.859300 0.859438 0.860188 0.861998 0.863974 0.863861 0.861835 0.860138 0.859467 0.859357 0.859416 0.859485 0.859512 0.859485 0.859416 0.859357 0.859467 0.860138 0.861835 0.863861 0.863974 0.861998 0.860188 0.859438 0.859300 0.859353 0.859421 0.859448 
0.860494 0.860477 0.860431 0.860378 0.860368 0.860502 0.860879 0.861324 0.861315 0.860875 0.860518 0.860395 0.860407 0.860459 0.860503 0.860520 0.860503 0.860459 0.860407 0.860395 0.860518 0.860875 0.861315 0.861324 0.860879 0.860502 0.860368 0.860378 0.860431 0.860477 0.860494 
