0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-11.743365 -8.423236 -4.600249 -2.547778 -1.408555 -1.143427 -0.703236 -0.273947 0.125044 0.519364 0.929697 1.592973 2.681498 4.723508 8.581578 11.941117 8.581578 4.723508 2.681498 1.592973 0.929697 0.519364 0.125044 -0.273947 -0.703236 -1.143427 -1.408555 -2.547778 -4.600249 -8.423236 -11.743365 
-6.578319 -5.902776 -4.490859 -3.129299 -2.046462 -1.448385 -0.949977 -0.368363 0.210434 0.756222 1.368151 2.165252 3.216754 4.569816 5.984981 6.663980 5.984981 4.569816 3.216754 2.165252 1.368151 0.756222 0.210434 -0.368363 -0.949977 -1.448385 -2.046463 -3.129299 -4.490859 -5.902776 -6.578319 
-4.350986 -4.113143 -3.509457 -2.755613 -2.009141 -1.364339 -0.861312 -0.331451 0.226518 0.778301 1.377135 2.048903 2.790941 3.543564 4.147619 4.385773 4.147619 3.543564 2.790945 2.048903 1.377135 0.778301 0.226518 -0.331451 -0.861312 -1.364339 -2.009141 -2.755617 -3.509457 -4.113143 -4.350986 
-3.029069 -2.916825 -2.608781 -2.172512 -1.678207 -1.178719 -0.708755 -0.257834 0.209292 0.690603 1.185362 1.690566 2.185063 2.621414 2.929529 3.041797 2.929529 2.621412 2.185063 1.690571 1.185362 0.690603 0.209292 -0.257834 -0.708755 -1.178719 -1.678212 -2.172512 -2.608779 -2.916825 -3.029069 
-2.145025 -2.082062 -1.902876 -1.632377 -1.301334 -0.938172 -0.565549 -0.195537 0.178844 0.560899 0.940154 1.305074 1.636507 1.907114 2.086315 2.149275 2.086316 1.907115 1.636506 1.305074 0.940154 0.560899 0.178844 -0.195537 -0.565549 -0.938172 -1.301334 -1.632374 -1.902877 -2.082063 -2.145025 
-1.525821 -1.486652 -1.373126 -1.195991 -0.969906 -0.710441 -0.432108 -0.146667 0.141667 0.430735 0.710947 0.971013 1.197277 1.374457 1.487986 1.527152 1.487986 1.374458 1.197278 0.971013 0.710947 0.430735 0.141667 -0.146667 -0.432108 -0.710441 -0.969905 -1.195992 -1.373127 -1.486652 -1.525821 
-1.084765 -1.058898 -0.983219 -0.863095 -0.706334 -0.522026 -0.319609 -0.107977 0.106572 0.319188 0.522152 0.706660 0.863487 0.983626 1.059305 1.085172 1.059305 0.983626 0.863487 0.706660 0.522152 0.319188 0.106572 -0.107977 -0.319609 -0.522026 -0.706334 -0.863096 -0.983219 -1.058898 -1.084765 
-0.769144 -0.751494 -0.699612 -0.616540 -0.506896 -0.376375 -0.231297 -0.078086 0.077696 0.231171 0.376412 0.506998 0.616664 0.699739 0.751621 0.769270 0.751621 0.699739 0.616664 0.506998 0.376412 0.231171 0.077697 -0.078087 -0.231297 -0.376374 -0.506896 -0.616540 -0.699612 -0.751494 -0.769144 
-0.543435 -0.531185 -0.495097 -0.437080 -0.360094 -0.267910 -0.164882 -0.055650 0.055533 0.164848 0.267929 0.360133 0.437122 0.495139 0.531226 0.543476 0.531226 0.495139 0.437122 0.360133 0.267929 0.164848 0.055533 -0.055650 -0.164882 -0.267910 -0.360094 -0.437080 -0.495097 -0.531185 -0.543435 
-0.403917 -0.394898 -0.368295 -0.325435 -0.268396 -0.199875 -0.123078 -0.041530 0.041492 0.123073 0.199890 0.268415 0.325452 0.368310 0.394910 0.403929 0.394910 0.368310 0.325452 0.268415 0.199890 0.123073 0.041492 -0.041530 -0.123078 -0.199875 -0.268396 -0.325435 -0.368295 -0.394898 -0.403917 
