1.000000	0.000000
0.998834	-0.000233
0.995343	-0.000927
0.989542	-0.002070
0.981459	-0.003640
0.971130	-0.005607
0.958606	-0.007936
0.943943	-0.010583
0.927210	-0.013498
0.908485	-0.016628
0.887856	-0.019914
0.865418	-0.023294
0.841277	-0.026706
0.815544	-0.030086
0.788340	-0.033372
0.759792	-0.036502
0.730033	-0.039417
0.699201	-0.042064
0.667440	-0.044393
0.634898	-0.046360
0.601728	-0.047930
0.568083	-0.049073
0.534121	-0.049767
0.500000	-0.050000
0.465879	-0.049767
0.431917	-0.049073
0.398272	-0.047930
0.365102	-0.046360
0.332560	-0.044393
0.300799	-0.042064
0.269967	-0.039417
0.240208	-0.036502
0.211660	-0.033372
0.184456	-0.030086
0.158723	-0.026706
0.134582	-0.023294
0.112144	-0.019914
0.091515	-0.016628
0.072790	-0.013498
0.056057	-0.010583
0.041394	-0.007936
0.028870	-0.005607
0.018541	-0.003640
0.010458	-0.002070
0.004657	-0.000927
0.001166	-0.000233
0.000000	0.000000
0.001166	0.000233
0.004657	0.000927
0.010458	0.002070
0.018541	0.003640
0.028870	0.005607
0.041394	0.007936
0.056057	0.010583
0.072790	0.013498
0.091515	0.016628
0.112144	0.019914
0.134582	0.023294
0.158723	0.026706
0.184456	0.030086
0.211660	0.033372
0.240208	0.036502
0.269967	0.039417
0.300799	0.042064
0.332560	0.044393
0.365102	0.046360
0.398272	0.047930
0.431917	0.049073
0.465879	0.049767
0.500000	0.050000
0.534121	0.049767
0.568083	0.049073
0.601728	0.047930
0.634898	0.046360
0.667440	0.044393
0.699201	0.042064
0.730033	0.039417
0.759792	0.036502
0.788340	0.033372
0.815544	0.030086
0.841277	0.026706
0.865418	0.023294
0.887856	0.019914
0.908485	0.016628
0.927210	0.013498
0.943943	0.010583
0.958606	0.007936
0.971130	0.005607
0.981459	0.003640
0.989542	0.002070
0.995343	0.000927
0.998834	0.000233
1.000000	0.000000
