1.00000000	0.00000000
0.99500000	0.00077800
0.99000000	0.00111600
0.98000000	0.00165500
0.97000000	0.00216000
0.96000000	0.00268300
0.94000000	0.00385300
0.92000000	0.00513500
0.90000000	0.00642900
0.88000000	0.00768600
0.86000000	0.00892900
0.84000000	0.01017700
0.82000000	0.01143000
0.80000000	0.01268300
0.78000000	0.01393300
0.76000000	0.01517400
0.74000000	0.01639900
0.72000000	0.01760700
0.70000000	0.01878600
0.68000000	0.01993200
0.66000000	0.02103600
0.64000000	0.02209300
0.62000000	0.02310000
0.60000000	0.02405100
0.58000000	0.02494600
0.56000000	0.02577900
0.54000000	0.02654900
0.52000000	0.02725000
0.50000000	0.02787100
0.48000000	0.02841000
0.46000000	0.02885900
0.44000000	0.02921200
0.42000000	0.02945700
0.40000000	0.02957800
0.38000000	0.02957500
0.36000000	0.02946400
0.34000000	0.02925800
0.32000000	0.02896500
0.30000000	0.02857900
0.28000000	0.02810400
0.26000000	0.02753900
0.24000000	0.02687900
0.22000000	0.02611800
0.20000000	0.02525000
0.18000000	0.02426600
0.16000000	0.02315900
0.14000000	0.02192200
0.12000000	0.02053100
0.10000000	0.01895100
0.08000000	0.01713800
0.06000000	0.01504600
0.05000000	0.01385400
0.04000000	0.01252100
0.03000000	0.01099500
0.02000000	0.00916800
0.01500000	0.00806900
0.01000000	0.00674700
0.00500000	0.00495000
0.00200000	0.00322200
0.00150000	0.00280500
0.00100000	0.00230300
0.00050000	0.00163800
0.00020000	0.00103900
0.00000000	0.00000000
0.00020000	-0.00103900
0.00050000	-0.00163800
0.00100000	-0.00230300
0.00150000	-0.00280500
0.00200000	-0.00322200
0.00500000	-0.00495000
0.01000000	-0.00674700
0.01500000	-0.00806900
0.02000000	-0.00916800
0.03000000	-0.01099500
0.04000000	-0.01252100
0.05000000	-0.01385400
0.06000000	-0.01504600
0.08000000	-0.01713800
0.10000000	-0.01895100
0.12000000	-0.02053100
0.14000000	-0.02192200
0.16000000	-0.02315900
0.18000000	-0.02426600
0.20000000	-0.02525000
0.22000000	-0.02611800
0.24000000	-0.02687900
0.26000000	-0.02753900
0.28000000	-0.02810400
0.30000000	-0.02857900
0.32000000	-0.02896500
0.34000000	-0.02925800
0.36000000	-0.02946400
0.38000000	-0.02957500
0.40000000	-0.02957800
0.42000000	-0.02945700
0.44000000	-0.02921200
0.46000000	-0.02885900
0.48000000	-0.02841000
0.50000000	-0.02787100
0.52000000	-0.02725000
0.54000000	-0.02654900
0.56000000	-0.02577900
0.58000000	-0.02494600
0.60000000	-0.02405100
0.62000000	-0.02310000
0.64000000	-0.02209300
0.66000000	-0.02103600
0.68000000	-0.01993200
0.70000000	-0.01878600
0.72000000	-0.01760700
0.74000000	-0.01639900
0.76000000	-0.01517400
0.78000000	-0.01393300
0.80000000	-0.01268300
0.82000000	-0.01143000
0.84000000	-0.01017700
0.86000000	-0.00892900
0.88000000	-0.00768600
0.90000000	-0.00642900
0.92000000	-0.00513500
0.94000000	-0.00385300
0.96000000	-0.00268300
0.97000000	-0.00216000
0.98000000	-0.00165500
0.99000000	-0.00111600
0.99500000	-0.00077800
1.00000000	0.00000000
